Artist,Times Played,Artist - Song,Times Played
IMANY FEAT. FILATOV & KARAS,8,MABEL - DON'T CALL ME UP,9
FELIX JAEHN FEAT. JASMINE THOMPSON,8,ÁSDÍS - ANGEL EYES,9
JUNIOR SENIOR,8,TAME IMPALA - END OF SUMMER,9
NICKY YOURE X DAZY,8,BAD BUNNY - NUEVAYOL,9
ROGER SANCHEZ,8,PITBULL FEAT. KESHA - TIMBER,9
SHAKIRA,8,JELLY ROLL MARSHMELLO - HOLY WATER,9
COLDPLAY X BTS,8,ALAN WALKER - FADED,9
DOJA CAT,8,JAMES HYPE & MIGGY DELA ROSA - FERRARI,9
ATB X TOPIC X A7S,8,CALVIN HARRIS FEAT. RIHANNA - THIS IS WHAT YOU CAME FOR,9
CONFIDENCE MAN & JADE,8,PANIC! AT THE DISCO - HIGH HOPES,9
LOUD LUXURY FEAT. BRANDO,8,ATB - 9 PM (TILL I COME),9
AARON SMITH FEAT. LUVLI,8,MARK RONSON FEAT. BRUNO MARS - UPTOWN FUNK,9
DEMI LOVATO,8,JONAS BROTHERS - ONLY HUMAN,9
ZOE WEES,8,ZEDD & ELLEY DUHÉ - HAPPY NOW,9
MAÎTRE GIMS FEAT. DANY SYNTHÉ,7,THE KID LAROI - WITHOUT YOU,9
JAMES ARTHUR,7,TAYLOR SWIFT - WE ARE NEVER EVER GETTING BACK TOGETHER (TAYLOR'S VERSION),8
DAVID GUETTA & ANNE-MARIE & COI LERAY,7,MYLES SMITH - STARGAZING,8
JAMES HYPE FEAT. BOBBY HARVEY SAM HARPER,7,AVICII - WAITING FOR LOVE,8
PURPLE DISCO MACHINE,7,BOB MARLEY - IS THIS LOVE,8
SIGALA,7,TAIO CRUZ - DYNAMITE,8
RAFFA FL,7,CALVIN HARRIS FEAT. ELLIE GOULDING - OUTSIDE,8
TRAVIS SCOTT & HVME,7,CRO - TRAUM,8
PITBULL FEAT. JOHN RYAN,7,SOUTHSTAR - MISS YOU,8
OFENBACH & ELLA HENDERSON,7,BASTILLE - POMPEII,8
DJ ANTOINE VS. TIMATI FEAT. KALENNA,7,ADELE - ROLLING IN THE DEEP,8
JOHN NEWMAN,7,"FISHER, CHRIS LAKE, KIMBRA, SANTE SANSONE GOTYE - SOMEBODY (2024)",8
LOONA,7,JASON DERULO - THE OTHER SIDE,8
SHAKIRA FEAT. FRESHLYGROUND,7,PASHANIM FEAT. CEREN - SHABAB(E)S IM VIP,8
BLEU SOLEIL & LUIZA,7,JADEN BOJSEN - LET'S GO,8
ROBIN SCHULZ & J.U.D.G.E.,7,FISHER X BBYCLOSE - BLACKBERRIES,8
SANTOS,7,KUNGS - DON'T YOU KNOW,8
PITBULL FEAT. JENNIFER LOPEZ & CLAUDIA LEITTE,7,SEEED - AUFSTEHN,8
PAUL KALKBRENNER,7,AVA MAX - MY HEAD & MY HEART,8
TIËSTO & AVA MAX,7,MARTERIA FEAT. YASHA & MISS PLATNUM - LILA WOLKEN,8
PLAYBOI CARTI THE WEEKND & MADONNA,7,NELLY - HOT IN HERRE,8
JAMIE XX FEAT. ROBYN,7,YVES LAROCK FEAT. JABA - RISE UP,8
ELLA STERN,7,TRAVIE MCCOY FEAT. BRUNO MARS - BILLIONAIRE,8
CALVIN HARRIS FEAT. DUA LIPA,7,LAURELL - HABIT,8
DISCLOSURE FEAT. SAM SMITH,7,ACRAZE FEAT. CHERISH - DO IT TO IT,8
FRED AGAIN.. & ANDERSON .PAAK & CHIKA,7,HARRY STYLES - SIGN OF THE TIMES,8
KETTAMA & DJ HEARTSTRING FEAT. KLP,7,OFENBACH FEAT. LAGIQUE - WASTED LOVE,8
SILICONE SOUL,7,ONEREPUBLIC - RUNAWAY,8
MICHAEL FRANTI,7,BUNT. MYLES LLOYD - CRAZY,8
VENGABOYS,7,THE WEEKND FEAT. DAFT PUNK - I FEEL IT COMING,8
POST MALONE FEAT. 21 SAVAGE,7,THE LAST DINNER PARTY - THIS IS THE KILLER SPEAKING,8
MARTIN GARRIX X JVKE,7,THE NAKED & FAMOUS - YOUNG BLOOD,8
AVRIL LAVIGNE,7,POST MALONE - CHEMICAL,8
SHIRIN DAVID,7,CAMELPHAT & ELDERBROOK - COLA,8
POST MALONE & SWAE LEE,7,IMANY FEAT. FILATOV & KARAS - DON'T BE SO SHY,8
RAFFA GUIDO,7,FELIX JAEHN FEAT. JASMINE THOMPSON - AIN'T NOBODY (LOVES ME BETTER),8
OSWALD,7,JUNIOR SENIOR - MOVE YOUR FEET,8
DADDY YANKEE FEAT. SNOW,7,NICKY YOURE X DAZY - SUNROOF,8
BRITNEY SPEARS,7,ROGER SANCHEZ - ANOTHER CHANCE,8
THE CHAINSMOKERS,7,"SHAKIRA - WHENEVER, WHEREVER",8
DJ SNAKE & ALUNAGEORGE,7,COLDPLAY X BTS - MY UNIVERSE,8
MARSHMELLO & ANNE-MARIE,7,ATB X TOPIC X A7S - YOUR LOVE (9PM),8
SUPER-HI X NEEKA,7,CONFIDENCE MAN & JADE - GOSSIP,8
MALIK HARRIS,7,LOUD LUXURY FEAT. BRANDO - BODY,8
CALVIN HARRIS FEAT. SAM SMITH,7,AARON SMITH FEAT. LUVLI - DANCIN (KRONO REMIX),8
ALEXANDRA STAN,7,DEMI LOVATO - FAST,8
ROYA,7,MANU CHAO - BONGO BONG - JE NE T'AIME PLUS,7
BIFFY CLYRO,7,ZARTMANN - EEHHHYYY,7
1LIVE HIP HOP SESSION,7,INNA - SUN IS UP,7
J BALVIN X SKRILLEX,7,MAÎTRE GIMS FEAT. DANY SYNTHÉ - LOIN,7
ALL SAINTS,7,DUA LIPA - LOVE AGAIN,7
NEA,7,CRO - MELODIE,7
VIZE FEAT. LANIIA,7,RIHANNA - RUDE BOY,7
SEAN PAUL FEAT. ALEXIS JORDAN,7,SEAN PAUL - WE BE BURNIN',7
PEDRO CAPÓ,7,JAMES ARTHUR - IMPOSSIBLE,7
HUGEL X DIPLO FEAT. MALOU & YUNA,6,DAVID GUETTA & ANNE-MARIE & COI LERAY - BABY DON'T HURT ME,7
CARLY RAE JEPSEN FEAT. OWL CITY,6,JAMES HYPE FEAT. BOBBY HARVEY SAM HARPER - WATERFALLS,7
CUPIDON & MILAA,6,SIGALA - EASY LOVE,7
LEONIDEN,6,BRUNO MARS - JUST THE WAY YOU ARE,7
LIZZO,6,CHICANE - SALTWATER,7
"ALTA, ROBERT FALCON, JESS GLYNNE ALOK",6,RAFFA FL - RITMO,7
AYMEN X AMO,6,TRAVIS SCOTT & HVME - GOOSEBUMPS (REMIX),7
TREAM,6,PITBULL FEAT. JOHN RYAN - FIREBALL,7
CLEAN BANDIT FEAT. JESS GLYNNE,6,OFENBACH & ELLA HENDERSON - HURRICANE,7
SERGIO MENDES FEAT. BLACK EYED PEAS,6,DJ ANTOINE VS. TIMATI FEAT. KALENNA - WELCOME TO ST. TROPEZ,7
FIFTH HARMONY FEAT. TY DOLLA SIGN,6,JOHN NEWMAN - LOVE ME AGAIN,7
KLINGANDE,6,SHAKIRA FEAT. FRESHLYGROUND - WAKA WAKA (THIS TIME FOR AFRICA),7
,6,BLEU SOLEIL & LUIZA - SOLEIL BLEU,7
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,6,ROBIN SCHULZ & J.U.D.G.E. - SHOW ME LOVE,7
GOTYE FEAT. KIMBRA,6,USHER - DJ GOT US FALLIN' IN LOVE,7
LUCENZO FEAT. DON OMAR,6,USHER - SCREAM,7
OZUNA,6,SANTOS - GESTERN,7
TOM ODELL,6,MILKY CHANCE - LIVING IN A HAZE,7
WYCLEF JEAN,6,MILKY CHANCE - STOLEN DANCE,7
KLANGKARUSSELL,6,OLIVIA RODRIGO - DRIVERS LICENSE,7
SAM FENDER & OLIVIA DEAN,6,OLIVIA RODRIGO - VAMPIRE,7
CRYSTAL WATERS,6,PITBULL FEAT. JENNIFER LOPEZ & CLAUDIA LEITTE - WE ARE ONE (OLE OLA),7
THE KID LAROI & JUSTIN BIEBER,6,PAUL KALKBRENNER - SKY AND SAND,7
IKKIMEL X NOCASHFROMPARENTS,6,THE WEEKND FEAT. DAFT PUNK - STARBOY,7
EIN ROSENKAVALIER,6,TIËSTO & AVA MAX - THE MOTTO,7
MIKSU / MACLOUD X MAKKO,6,PLAYBOI CARTI THE WEEKND & MADONNA - POPULAR,7
SAM FELDT FEAT. KIMBERLY ANNE,6,JAMIE XX FEAT. ROBYN - LIFE,7
OSKAR MED K,6,CASPER - SO PERFEKT,7
THE MAGICIAN FEAT. YEARS & YEARS,6,ELLA STERN - KAISERIN VON WIEN,7
ZEDD FEAT. MAREN MORRIS & GREY,6,CALVIN HARRIS FEAT. DUA LIPA - ONE KISS,7
2PAC,6,DISCLOSURE FEAT. SAM SMITH - LATCH,7
MK,6,FRED AGAIN.. & ANDERSON .PAAK & CHIKA - PLACES TO BE,7
SURF MESA FEAT. EMILEE,6,KETTAMA & DJ HEARTSTRING FEAT. KLP - IF U WANT MY HEART,7
JAX JONES FEAT. DEMI LOVATO & STEFFLON DON,6,PEGGY GOU - (IT GOES LIKE) NANANA,7
IIO,6,SILICONE SOUL - RIGHT ON!,7
MODJO,6,MICHAEL FRANTI - THE SOUND OF SUNSHINE,7
JENNIFER LOPEZ,6,VENGABOYS - WE'RE GOING TO IBIZA,7
JJ,6,POST MALONE FEAT. 21 SAVAGE - ROCKSTAR,7
DAFT PUNK,6,MARTIN GARRIX X JVKE - HERO,7
WAMDUE PROJECT,6,STROMAE - PAPAOUTAI,7
FAST BOY X RAF,6,SHIRIN DAVID - BAUCH BEINE PO,7
MEDUZA FEAT. GOODBOYS,6,POST MALONE & SWAE LEE - SUNFLOWER,7
FUGEES,6,RAFFA GUIDO - FAMAX,7
SPILLER,6,OSWALD - WIE ES WAR,7
PURPLE DISCO MACHINE X KUNGS,6,DADDY YANKEE FEAT. SNOW - CON CALMA,7
SNOOP DOGG,6,BRITNEY SPEARS - TOXIC,7
OMI,6,THE CHAINSMOKERS - PARIS,7
CHARLI XCX FEAT. BILLIE EILISH,6,DJ SNAKE & ALUNAGEORGE - YOU KNOW YOU LIKE IT,7
FARRUKO,6,MARSHMELLO & ANNE-MARIE - FRIENDS,7
LINUS57,6,SIDO - BILDER IM KOPF,7
THE STROKES,6,SUPER-HI X NEEKA - FOLLOWING THE SUN,7
BAC,6,CALVIN HARRIS FEAT. SAM SMITH - PROMISES,7
QUEENS OF THE STONE AGE,6,ALEXANDRA STAN - MR. SAXOBEAT,7
MARK RONSON & RAYE,6,ROYA - CRUISE,7
FELIX JAEHN FEAT. NASRI,6,1LIVE HIP HOP SESSION - DJ MUGZEE,7
BTS,6,J BALVIN X SKRILLEX - IN DA GETTO,7
USHER FEAT. NICKI MINAJ,6,FLO RIDA - GOOD FEELING,7
RAUW ALEJANDRO,6,ALL SAINTS - PURE SHORES,7
ZARA LARSSON X DAVID GUETTA,6,NEA - SOME SAY (FELIX JAEHN REMIX),7
RITON X OLIVER HELDENS FEAT. VULA,6,VIZE FEAT. LANIIA - STARS,7
ZAH1DE,6,SEAN PAUL FEAT. ALEXIS JORDAN - GOT 2 LUV U,7
TOPIC & A7S,5,PEDRO CAPÓ - CALMA,7
FRED AGAIN..,5,TAYLOR SWIFT - BAD BLOOD (TAYLOR'S VERSION),6
PAWSA,5,JUSTIN BIEBER - WHAT DO YOU MEAN?,6
WIZKID FEAT. BURNA BOY,5,HUGEL X DIPLO FEAT. MALOU & YUNA - FOREVER,6
CHILDISH GAMBINO,5,MILEY CYRUS - FLOWERS,6
OCEANA,5,BOB MARLEY - COULD YOU BE LOVED,6
MILK & SUGAR,5,BILLIE EILISH - BAD GUY,6
DADDY YANKEE,5,DUA LIPA - BREAK MY HEART,6
DAVID GUETTA FEAT. KID CUDI,5,CRO - DU,6
JUNIOR JACK,5,TATE MCRAE - YOU BROKE ME FIRST,6
NALIN & KANE,5,CHARLIE PUTH - HOW LONG,6
JAIN,5,CARLY RAE JEPSEN FEAT. OWL CITY - GOOD TIME,6
SERANI,5,RIHANNA - PON DE REPLAY,6
ANNENMAYKANTEREIT,5,CUPIDON & MILAA - FEEL IT,6
DJ JAZZY JEFF & THE FRESH PRIN,5,WILL SMITH - MIAMI,6
SHAKIRA FEAT. WYCLEF JEAN,5,1LIVE DJ SESSION - MOGUAI,6
DJ HELL,5,DRAKE - IN MY FEELINGS,6
PASHANIM,5,"ALTA, ROBERT FALCON, JESS GLYNNE ALOK - LOVE HAS GONE",6
DJ SNAKE & J. BALVIN FEAT. TYGA,5,AYMEN X AMO - CAPRI SUN,6
SIGMA,5,MAU P - TESLA,6
TRAVIS SCOTT,5,TREAM - DRAGO AUGUSTINO,6
J. COLE,5,SEEED - DING,6
DAVID GUETTA FEAT. KELLY ROWLAND,5,CLEAN BANDIT FEAT. JESS GLYNNE - RATHER BE,6
ROMY,5,CHICANE - OFFSHORE,6
DIJON,5,SERGIO MENDES FEAT. BLACK EYED PEAS - MAS QUE NADA,6
MAC MILLER FEAT. ANDERSON .PAAK,5,EMINEM FEAT. RIHANNA - THE MONSTER,6
01099 X SKI AGGU,5,FIFTH HARMONY FEAT. TY DOLLA SIGN - WORK FROM HOME,6
BABY BASH,5,JUSTIN TIMBERLAKE - SENORITA,6
MALUMA,5,LOONA - BAILANDO,6
ROBIN SCHULZ FEAT. FRANCESCO YATES,5,KLINGANDE - JUBEL,6
AITCH FEAT. ASHANTI,5,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ - COLD WATER,6
LADY GAGA & BRUNO MARS,5,GOTYE FEAT. KIMBRA - SOMEBODY THAT I USED TO KNOW,6
PETIT BISCUIT,5,LUCENZO FEAT. DON OMAR - DANZA KUDURO,6
DJ MUGZEE,5,OZUNA - BAILA BAILA BAILA,6
GYM CLASS HEROES FEAT. ADAM LEVINE,5,WYCLEF JEAN - AVENUES,6
KYGO FEAT. CONRAD,5,"BOB SINCLAR FEAT. STEVE EDWARDS - WORLD, HOLD ON",6
G-EAZY FEAT. BEBE REXHA,5,KLANGKARUSSELL - SONNENTANZ,6
ION MILES X BHZ,5,LIL NAS X - STAR WALKIN',6
CRAZY TOWN,5,TWOCOLORS - LOVEFOOL,6
GALANTIS,5,JAZEEK - AKON,6
SAMPAGNE X BADCHIEFF X CRO,5,MARTERIA - KIDS (2 FINGER AN DEN KOPF),6
DENNIS LLOYD,5,SAM FENDER & OLIVIA DEAN - REIN ME IN,6
PANJABI MC,5,LANA DEL REY - VIDEO GAMES,6
RAYE FEAT. 070 SHAKE,5,CRYSTAL WATERS - GYPSY WOMAN,6
ALESSIA CARA,5,THE KID LAROI & JUSTIN BIEBER - STAY,6
OXLADE FEAT. CAMILLA CABELLO,5,SAM SMITH - STAY WITH ME,6
KALI UCHIS,5,SAM SMITH - DIAMONDS,6
EDWARD MAYA FEAT. VIKA JIGULINA,5,IKKIMEL X NOCASHFROMPARENTS - BLING BLING,6
ARCTIC MONKEYS,5,MIKSU / MACLOUD X MAKKO - NACHTS WACH,6
LIBIANCA,5,SAM FELDT FEAT. KIMBERLY ANNE - SHOW ME LOVE,6
DON TOLIVER FEAT. DOJA CAT,5,OSKAR MED K - MAKE ME FEEL,6
RHYTHMS DEL MUNDO FT. COLDPLAY,5,THE MAGICIAN FEAT. YEARS & YEARS - SUNLIGHT,6
KYGO & SELENA GOMEZ,5,ZEDD FEAT. MAREN MORRIS & GREY - THE MIDDLE,6
BLACK EYED PEAS FEAT. OZUNA & J.REY SOUL,5,2PAC - CALIFORNIA LOVE,6
DANTE THOMAS,5,MK - 17,6
CKAY FEAT. ELGRANDE TOTO,5,SURF MESA FEAT. EMILEE - ILY (I LOVE YOU BABY),6
KINGS OF LEON,5,JAX JONES FEAT. DEMI LOVATO & STEFFLON DON - INSTRUCTION,6
MARTIN SOLVEIG,5,IIO - RAPTURE,6
BOB SINCLAR,5,MODJO - LADY (HEAR ME TONIGHT),6
ENDOR,5,MAROON 5 - PAYPHONE,6
JAYMES YOUNG,5,STROMAE - ALORS ON DANSE,6
ZSÁ ZSÁ,5,JJ - STILL (I GOT SUMMER ON MY MIND) (FORTELLA REMIX),6
BLINK-182,5,WAMDUE PROJECT - KING OF MY CASTLE,6
BUNT. X NATE TRAVELLER,4,FAST BOY X RAF - WAVE,6
ALICE DEEJAY,4,MEDUZA FEAT. GOODBOYS - PIECE OF YOUR HEART,6
HUGEL,4,FUGEES - FU-GEE-LA,6
YOLANDA BE COOL & DCUP,4,SPILLER - GROOVEJET,6
ELY OAKS,4,PURPLE DISCO MACHINE X KUNGS - SUBSTITUTION,6
"KEINEMUSIK (&RAMPA, ADAM PORT) ME FEAT. CHUALA",4,SNOOP DOGG - SWEAT (DAVID GUETTA REMIX),6
LUIS FONSI FEAT. DEMI LOVATO,4,OMI - CHEERLEADER (FELIX JAEHN REMIX),6
CARDI B FEAT. BAD BUNNY & J BALVIN,4,CHARLI XCX FEAT. BILLIE EILISH - GUESS,6
BOB MARLEY VS. FUNKSTAR DE LUXE,4,FARRUKO - PEPAS,6
BERQ,4,PITBULL - I KNOW YOU WANT ME (CALLE OCHO),6
DAVID GUETTA & ONEREPUBLIC,4,BAC - ROSAROTER TEE,6
THE BLACK EYED PEAS X J BALVIN,4,MARK RONSON & RAYE - SUZANNE,6
PROVINZ,4,FELIX JAEHN FEAT. NASRI - WAKE UP (WITH YOU MINE),6
SURFACES,4,BTS - DYNAMITE,6
SAM GELLAITRY,4,USHER FEAT. NICKI MINAJ - SHE CAME TO GIVE IT TO YOU,6
AVAION X SOFIYA NZAU,4,RAUW ALEJANDRO - TODO DE TI,6
LUIS FONSI & DADDY YANKEE FEAT. JUSTIN BIEBER,4,ZARA LARSSON X DAVID GUETTA - ON MY LOVE,6
ALEC BENJAMIN,4,RITON X OLIVER HELDENS FEAT. VULA - TURN ME ON,6
SIA FEAT. KENDRICK LAMAR,4,JUSTIN BIEBER - LOVE YOURSELF,5
DAVID GUETTA & BEBE REXHA,4,APACHE 207 - BREAKING YOUR HEART,5
CALVIN HARRIS FEAT. PHARRELL KATY PERRY & BIG SEAN,4,ED SHEERAN - BAD HABITS,5
ROBERT MILES,4,LADY GAGA - EDGE OF GLORY,5
ODEN & FATZO,4,DUA LIPA - LEVITATING,5
TIËSTO FEAT. TATE MCRAE,4,TOPIC & A7S - KERNKRAFT 400 (A BETTER DAY),5
LUMIDEE,4,BASTILLE - THINGS WE LOST IN THE FIRE,5
FLUME,4,IMAGINE DRAGONS - ON TOP OF THE WORLD,5
JAMIE XX FEAT. ROMY & OLIVER SIM,4,TATE MCRAE - SPORTS CAR,5
LUCIANO FEAT. OMAH LAY,4,RIHANNA - DON'T STOP THE MUSIC,5
JASON DERULO FEAT. 2 CHAINZ,4,SEAN PAUL - GET BUSY,5
SOLOMUN FEAT. ÄTNA,4,KAMRAD - I HOPE YOU END UP ALONE (WITH ME),5
CHET FAKER,4,ADELE - SET FIRE TO THE RAIN,5
THE WOMBATS,4,KRAFTKLUB - SONGS FÜR LIAM,5
SZA,4,JASON DERULO - BREATHING,5
KENDRICK LAMAR,4,DRAKE - GOD'S PLAN,5
LA ROUX,4,PAWSA - TOO COOL TO BE CARELESS,5
B.O.B. FEAT. HAYLEY WILLIAMS,4,WIZKID FEAT. BURNA BOY - GINGER,5
AVENTURA,4,SEEED - DICKES B,5
NOAH KAHAN,4,SEEED - AUGENBLING,5
LARI LUKE FEAT. ALIDA,4,BRUNO MARS - LOCKED OUT OF HEAVEN,5
LARI LUKE,4,OCEANA - ENDLESS SUMMER,5
MALUGI X PAUL SIRRELL,4,MILK & SUGAR - LET THE SUNSHINE IN,5
LP GIOBBI FEAT. DJ TENNIS & JOSEPH ASHWORTH,4,ARIANA GRANDE - WE CAN'T BE FRIENDS (WAIT FOR YOUR LOVE),5
CHRIS LAKE FEAT. ALEXIS ROBERTS,4,DADDY YANKEE - GASOLINA,5
ALLE FARBEN,4,DAVID GUETTA FEAT. KID CUDI - MEMORIES,5
TOPIC X MOUGLETA X VEGEDREAM,4,JUNIOR JACK - STUPIDISCO,5
ELY OAKS X LAVINIA,4,NALIN & KANE - BEACHBALL,5
OMAH LAY,4,USHER - MORE,5
ALEX CLARE,4,TOM ODELL - ANOTHER LOVE (ZWETTE REMIX),5
J BALVIN,4,JAIN - MAKEBA,5
CHARLI XCX,4,GOOD NEIGHBOURS - HOME,5
ZOE WEES & DEAN LEWIS,4,HARRY STYLES - AS IT WAS,5
LUNE,4,HARRY STYLES - ADORE YOU,5
CYRIL X MOONLGHT X THE LA'S,4,SERANI - NO GAMES,5
"STEVE AOKI, LAWRENT ROBIN SCHULZ",4,ANNENMAYKANTEREIT - 3 TAGE AM MEER,5
TOM GRENNAN,4,DJ JAZZY JEFF & THE FRESH PRIN - SUMMERTIME,5
BADCHIEFF,4,SHAKIRA FEAT. WYCLEF JEAN - HIPS DON'T LIE,5
RENEÉ RAPP,4,DJ HELL - COPA,5
SEAN PAUL FEAT. DUA LIPA,4,LOI - GOLD,5
PAWSA & THE ADVENTURES OF STEVIE V,4,LOI - NEWS,5
MAC MILLER,4,ONEREPUBLIC - COUNTING STARS,5
FELIX JAEHN & RAY DALTON,4,PASHANIM - AIRWAVES,5
ALEX GAUDINO FEAT. CHRYSTAL WATERS,4,DJ SNAKE & J. BALVIN FEAT. TYGA - LOCO CONTIGO,5
GENTLEMAN,4,SIGMA - NOBODY TO LOVE,5
FAST BOY,4,RÜFÜS DU SOL - YOU WERE RIGHT,5
MAJAN X ANAÏS X ENDZONE,4,RÜFÜS DU SOL - SUNDREAM,5
KONTRA K X THE-DREAM,4,COLDPLAY - VIVA LA VIDA,5
JACK HARLOW,4,COLDPLAY - A SKY FULL OF STARS,5
NICKY JAM & J BALVIN,4,DAVID GUETTA FEAT. KELLY ROWLAND - WHEN LOVE TAKES OVER,5
CHRIS LAKE X ABEL BALDER,4,SAM SMITH - MONEY ON MY MIND,5
DARIO G,4,ROMY - ALWAYS FOREVER,5
NELLY FURTADO,4,MAC MILLER FEAT. ANDERSON .PAAK - DANG!,5
LILLY WOOD & THE PRICK AND ROBIN SCHULZ,4,01099 X SKI AGGU - ANDERS,5
IYAZ,3,PEGGY GOU - STARRY NIGHT,5
JONAS BLUE X FELIX JAEHN,3,BABY BASH - SUGA SUGA,5
TOMAN,3,SWEDISH HOUSE MAFIA - WAIT SO LONG,5
"AUDIO BULLYS, DJS FROM MARS DAVID GUETTA",3,GLASS ANIMALS - VAMPIRE BAT,5
MILLENIUMKID & JBS,3,MALUMA - HAWÁI,5
50 CENT,3,ROBIN SCHULZ FEAT. FRANCESCO YATES - SUGAR,5
PURPLE DISCO MACHINE FEAT. MOSS KENA & THE KNOCKS,3,AITCH FEAT. ASHANTI - BABY,5
EIFFEL 65,3,MAROON 5 - MEMORIES,5
DANNY OCEAN,3,MAROON 5 - ANIMALS,5
LEVENT GEIGER,3,LADY GAGA & BRUNO MARS - DIE WITH A SMILE,5
JUBEL FEAT. NEIMY,3,DAFT PUNK - ONE MORE TIME,5
RAUW ALEJANDRO & BAD BUNNY,3,PETIT BISCUIT - SUNSET LOVER,5
"WESTCOL, OVY ON THE DRUMS BEÉLE",3,DJ MUGZEE - 1LIVE GO HIP HOP MIX,5
SOPHIE ELLIS-BEXTOR,3,GYM CLASS HEROES FEAT. ADAM LEVINE - STEREO HEARTS,5
BLU CANTRELL FEAT. SEAN PAUL,3,KYGO FEAT. CONRAD - FIRESTONE,5
ROSALÍA & RAUW ALEJANDRO,3,"G-EAZY FEAT. BEBE REXHA - ME, MYSELF AND I",5
MARTIN GARRIX & DUA LIPA,3,ION MILES X BHZ - POWERADE,5
SALVI SAK NOEL FEAT. SEAN PAUL,3,CRAZY TOWN - BUTTERFLY,5
SOFI TUKKER,3,GALANTIS - RUNAWAY (U & I),5
CONWAY THE MACHINE FEAT. BENNY THE BUTCHER & WESTSIDE GUNN,3,SAMPAGNE X BADCHIEFF X CRO - TEMPO,5
BLACK SABBATH,3,DENNIS LLOYD - NEVERMIND,5
JAMES BLAKE FEAT. ROSALIA,3,PANJABI MC - MUNDIAN TO BACH KE,5
ANOTR & ERIK BANDT FEAT. LEVEN KALI,3,DOJA CAT - SAY SO,5
JAMIE XX FEAT. HONEY DIJON,3,RAYE FEAT. 070 SHAKE - ESCAPISM.,5
NIC FANCIULLI FEAT. ROBERT COURTOIS,3,ALESSIA CARA - SCARS TO YOUR BEAUTIFUL,5
ROBIN SCHULZ FEAT. KIDDO,3,OXLADE FEAT. CAMILLA CABELLO - KU LO SA,5
THE CHAINSMOKERS & COLDPLAY,3,KALI UCHIS - TELEPATÍA,5
ALESSO VS. ONE REPUBLIC,3,EDWARD MAYA FEAT. VIKA JIGULINA - STEREO LOVE,5
NIKLAS DEE & OLD JIM FEAT. ENNY-MAE,3,LIBIANCA - PEOPLE,5
DOM DOLLA & NELLY FURTADO,3,DON TOLIVER FEAT. DOJA CAT - LOSE MY MIND,5
RÜFÜS,3,RHYTHMS DEL MUNDO FT. COLDPLAY - CLOCKS (THE CUBAN-VERSION),5
JAMES MAC & VALL FEAT. ROSALIE,3,KYGO & SELENA GOMEZ - IT AIN'T ME,5
MASTER KG FEAT. NOMCEBO ZIKODE,3,BLACK EYED PEAS FEAT. OZUNA & J.REY SOUL - MAMACITA,5
ARIANA GRANDE FEAT. THE WEEKND,3,DANTE THOMAS - MISS CALIFORNIA,5
VIZE & TOM GREGORY,3,CKAY FEAT. ELGRANDE TOTO - LOVE NWANTITI (NORTH AFRICAN REMIX),5
"LUKE DEAN, LOCKY MAX DEAN",3,KINGS OF LEON - SEX ON FIRE,5
MAESIC & MARSHALL JEFFERSON FEAT. SALOMÉ DAS,3,MARTIN SOLVEIG - INTOXICATED,5
PARAÇEK,3,BOB SINCLAR - LOVE GENERATION,5
JAZZY,3,ENDOR - PUMP IT UP,5
ANOTR FEAT. KURTIS WELLS,3,JAYMES YOUNG - INFINITY,5
ECHOSMITH,3,ZSÁ ZSÁ - BAD BUNNIES,5
UNFAZED,3,BLINK-182 - ALL THE SMALL THINGS,5
AGNES,3,ZAH1DE - MONA LISA MOTION (EINMAL UM DIE WELT),5
ENRIQUE IGLESIAS FEAT. ZION DESCEMER BUENO & LENNOX,3,TAYLOR SWIFT - ANTI-HERO,4
THE CHAINSMOKERS FEAT. DAYA,3,MANU CHAO - ME GUSTAS TU / LA PRIMAVERA,4
OFENBACH & QUARTERHEAD FEAT. NORMA JEAN MARTINE,3,SOMBR - BACK TO FRIENDS,4
DOMINIK HARTZ,3,MYLES SMITH - MYLES SMITH - WHAT ARE YOU PLANS FOR 2025 ? (GENERIC IV),4
ALEX G,3,PETER FOX - HAUS AM SEE,4
VELI,3,MILEY CYRUS - WRECKING BALL,4
VELI (FEAT NIKAN),3,DUA LIPA - PHYSICAL,4
SWEDISH HOUSE MAFIA & THE WEEKND,3,CRO - EASY (GUIDO CRAVEIRO REGGAE REMIX),4
"PURPLE DISCO MACHINE, THE MAGICIAN",3,IMAGINE DRAGONS - RADIOACTIVE,4
APSILON FEAT. PAULA HARTMANN,3,NINA CHUBA - MANGOS MIT CHILI,4
RUDIMENTAL FEAT. JOHN NEWMAN,3,RIHANNA - DISTURBIA,4
BL3SS X GRAVAGERZ,3,LIZZO - ABOUT DAMN TIME,4
BENNY BENASSI,3,ROYEL OTIS - MOODY,4
PAWSA FEAT. NATE DOGG,3,SEAN PAUL - LIKE GLUE,4
DIFFRENT,3,WILL SMITH - GETTIN' JIGGY WIT IT,4
MALUGI & WOLTERS,3,DRAKE - MASSIVE,4
JAMES HYPE FEAT. SAM HARPER & BOBBY HARVEY,3,BUNT. X NATE TRAVELLER - CLOUDS,4
WIZ KHALIFA FEAT. CHARLIE PUTH,3,ALICE DEEJAY - BETTER OFF ALONE,4
