Artist,Times Played,Artist - Song,Times Played
TASMIN ARCHER,6,ROBIN SCHULZ - ALANE,6
ELLIE GOUL,6,VANCE JOY - RIPTIDE (FLIC FLAC REMIX),6
WES,6,KYLIE MINOGUE - HIGHER,6
HIM,6,BELL - RESCUE ME,6
CORONA,6,BOOK - RESCUE ME,6
THE PROCLAIMERS,6,CANDLE - RESCUE ME,6
CASSANDRA STEEN,6,MICHAEL JACKSON - BEAT IT,6
ADEL TAW,6,MICHAEL JACKSON - BILLIE JEAN,6
OF MONSTERS AND MEN,6,JENNIFER LOPEZ - JENNY FROM THE BLOCK,6
ALANNAH MYLES,6,MEDUZA - PARADISE,6
JERMAINE JACKSON,6,TRAIN - DRIVE BY,6
DESCEME,6,CRAZY TOWN - BUTTERFLY,6
NO DOUBT,6,EDWARD MAYA - STEREO LOVE,6
CHRIS BROWN,6,VIKA JIGULINA - STEREO LOVE,6
SIXPENCE NONE THE RICHER,6,MARK FORSTER - ÜBERMORGEN,6
IMANY,6,A7S - BREAKING ME,6
TEXAS,6,GENESIS - I CAN'T DANCE,6
COOLIO,6,FLO RIDA - RIGHT ROUND,6
CO,6,TLC - WATERFALLS,6
JOHN PARR,6,AVICII - WAKE ME UP,6
MURRAY HEAD,6,CLIMIE FISHER - LOVE CHANGES,6
CHUMBAWAMBA,6,RIHANNA - LOVE ON THE BRAIN,6
THE CURE,6,ROBBIE WILLIAMS - FEEL,6
RAYE,6,MEAT LOAF - I'D DO ANYTHING FOR LOVE,6
VAN HALEN,6,IRENE CARA - WHAT A FEELING,6
RYAN LEWIS,6,DERMOT KENNEDY - PARADISE,6
ALEC BENJAMIN,6,DERMOT KENNEDY - GIANTS,6
AMY WINEHOUS,6,MIKE OLDFIELD - MOONLIGHT SHADOW,6
FICTION FACTORY,6,EN VOGUE - DON'T LET GO (LOVE),6
N SYNC,6,ROXETTE - IT MUST HAVE BEEN LOVE,6
ELTON JOH,6,TEN SHARP - YOU,6
A7S ATB,6,ZONDERLING - LOVE TO GO,6
HUMAN LEAGUE,6, - LOVE TO GO,6
DEMI LOVATO,6, - CAN'T HOLD US,6
MANDO DIAO,5,AEROSMITH - CRYIN',6
PHATS,5,BILLY JOEL - THE RIVER OF DREAMS,6
WAMDUE PROJECT,5,FALCO - EGOIST,6
TAKE THAT,5,DISTURBED - THE SOUND OF SILENCE,6
MU,5,DESTINY'S CHILD - INDEPENDENT WOMEN PART I,6
MARY J. BLIGE,5,PAUL KALKBRENNER - SKY AND SAND,6
PAOLA,5,JAMES ARTHUR - IMPOSSIBLE,6
CHIARA,5,PINK FLOYD - ANOTHER BRICK IN THE WALL,6
DJ JAZZY JEFF,5,TAIO CRUZ - HIGHER,6
THE FRESH,5,JOAN JETT AND THE BLACKHEARTS - I LOVE ROCK & ROLL,6
ALEXANDRA STAN,5,WHITNEY HOUSTON - HOW WILL I KNOW,6
DISCIPLES,5,CULTURE CLUB - KARMA CHAMELEON,6
WINCENT WEISS,5,CHAKA KHAN - AIN'T NOBODY,6
SPIN DOCTORS,5,PITBULL - TIMBER,6
HOOTERS,5,MILK - LET THE SUNSHINE IN,6
RIGHT SAID FRED,5,SUGAR - LET THE SUNSHINE IN,6
VILLE VALO,5,ANNE-MARIE - BABY DON'T HURT ME,6
NATALIA AVELO,5,HOZIER - TAKE ME TO CHURCH,6
MR MISTER,5,MR. MISTER - KYRIE,6
LIMP BIZKIT,5,CAMILA CABELLO - HAVANA,6
ALAN WALKER,5,YOUNG THU - HAVANA,6
FAITHLESS,5,VERVE - BITTER SWEET SYMPHONY,6
MILLI VANILLI,5,DES'REE - LIFE,6
BILLY IDOL,5,EMILIA - BIG BIG WORLD,6
HALL,5,NICK KAMEN - I PROMISED MYSELF,6
OATES,5,MELISSA ETHERIDGE - LIKE THE WAY I DO,6
PASSENGER,5,CULTURE BEAT - MR. VAIN,6
LIGHTHOUSE FAMILY,5,LIQUIDO - NARCOTIC,6
OUTKAST,5,BRANDY - THE BOY IS MINE,6
JANET JACKSON,5,MONICA - THE BOY IS MINE,6
JUSTIN TIMBERLAK,5,TASMIN ARCHER - SLEEPING SATELLITE,6
THE POINTER SISTERS,5,ELLIE GOUL - OUTSIDE,6
SWEDISH HOUSE MAFIA,5,WES - ALANE,6
WHIGFIELD,5,HIM - JOIN ME,6
TOM ODELL,5,CORONA - THE RHYTHM OF THE NIGHT,6
MICHAEL MIND,5,SAVAGE GARDEN - TO THE MOON AND BACK,6
KOOL,5,THE PROCLAIMERS - I'M GONNA BE (500 MILES),6
THE GANG,5,CASSANDRA STEEN - STADT,6
FRANKIE GOES TO HOLLYWOOD,5,ADEL TAW - STADT,6
BIG MOUNTAIN,5,CAMOUFLAGE - THE GREAT COMMANDMENT,6
DANIEL CAE,5,OF MONSTERS AND MEN - LITTLE TALKS,6
LIONEL RICHIE,5,ALANNAH MYLES - BLACK VELVET,6
DISCOBOYS,5,JERMAINE JACKSON - WHEN THE RAIN BEGINS TO FALL,6
TITIYO,5,DESCEME - SUBEME LA RADIO,6
NICO SANT,5,SIXPENCE NONE THE RICHER - KISS ME,6
SHANIA TWAIN,5,IMANY - DON'T BE SO SHY (FILATOV & KARAS REMIX),6
EVANESCENCE,5,TEXAS - SUMMER SON,6
SOUL ASYLUM,5,EURYTHMICS - THERE MUST BE AN ANGEL,6
MISS,5,COOLIO - GANGSTA'S PARADISE,6
ARMY OF LOVERS,5,DADDY YANKEE - DESPACITO,6
JAYMES YOUNG,5,BLONDIE - MARIA,6
ECHOSMITH,5,CO - BABY DON'T HURT ME,6
CUT 'N' MOVE,5,JOHN PARR - ST. ELMO'S FIRE,6
ROBERT MILES,5,MURRAY HEAD - ONE NIGHT IN BANGKOK,6
KATE RYAN,5,CHUMBAWAMBA - TUBTHUMPING,6
JOAN OSBORNE,5,THE CURE - FRIDAY I'M IN LOVE,6
DIE ÄRZTE,5,MARK RONSON - VALERIE,6
VANESSA CARLTON,5,LUIS FONSI - DESPACITO,6
BELINDA CARLISLE,5,LUIS FONSI - ÉCHAME LA CULPA,6
JONAS BROTHERS,5,RYAN LEWIS - CAN'T HOLD US,6
PATRICK SWAYZE,5,ALEC BENJAMIN - LET ME DOWN SLOWLY,6
JVKE,5,AMY WINEHOUS - VALERIE,6
ALCAZAR,5,FICTION FACTORY - (FEELS LIKE) HEAVEN,6
JESSIE J,5,N SYNC - I WANT YOU BACK,6
BANNERS,5,GEORGE MICHAEL - DON'T LET THE SUN GO DOWN,6
SEEED,5,ELTON JOH - DON'T LET THE SUN GO DOWN,6
SNAP!,5,SURVIVOR - BURNING HEART,6
LAURA BRANIGAN,5,A7S ATB - YOUR LOVE (9PM),6
COMMUNARDS,5,HUMAN LEAGUE - DON'T YOU WANT ME,6
CLUESO,5,DEMI LOVATO - ÉCHAME LA CULPA,6
JULI,5,DAVID GUETTA - LOVERS ON THE SUN,5
NATALIE IMBRUGLIA,5,FELIX JAEHN - CLOSE YOUR EYES,5
ECHT,5,MAX GIESINGER - 80 MILLIONEN,5
ALICE COOPER,5,PRINCE - PURPLE RAIN,5
UGLY KID JOE,5,NICO SANTOS - NUMBER 1,5
KATRINA,5,LADY GAGA - HOLD MY HAND,5
THE WAVES,5,CALVIN HARRIS - GIANT,5
SIMPLE MINDS,5,CALVIN HARRIS - HOW DEEP IS YOUR LOVE,5
GOTYE,5,BON JOVI - LIVIN' ON A PRAYER,5
KIMBRA,5,BON JOVI - ALWAYS,5
TOTEN HOSEN,5,BON JOVI - IT'S MY LIFE,5
JASMINE THO,5,BON JOVI - YOU GIVE LOVE A BAD NAME,5
AMY MACDONALD,5,KELLY CLARKSON - BREAKAWAY,5
BOBBY MCFERRIN,5,BOB MARLEY - COULD YOU BE LOVED,5
ATOMIC KITTEN,4,LOST FREQUENCIES - REALITY,5
JUANES,4,SUNRISE AVENUE - LIFESAVER,5
LUTRICIA MCNEAL,4,PETER FOX - HAUS AM SEE,5
JAWSH 685,4,DUA LIPA - DON'T START NOW,5
AGNES,4,PHATS - TURN AROUND,5
JOHN NEWMAN,4,SMALL - TURN AROUND,5
KID ROCK,4,RAG'N'BONE MAN - GIANT,5
LAVINIA,4,RAG'N'BONE MAN - SKIN,5
SPLIFF,4,TOPIC - IN YOUR ARMS (FOR AN ANGEL),5
UNCLE KRACKER,4,MAROON 5 - GIRLS LIKE YOU,5
GENTLEMAN,4,JANIECK - REALITY,5
GO WEST,4,JUSTIN BIEBER - PEACHES,5
JUSTIN JESSO,4,WAMDUE PROJECT - KING OF MY CASTLE,5
LANA DEL REY,4,COLDPLAY - A SKY FULL OF STARS,5
GLASPERLENSPIEL,4,LOI - GOLD,5
ALL SAINTS,4,KAMRAD - I BELIEVE,5
THE CHAINSMOKERS,4,PHIL COLLINS - TWO HEARTS,5
COLDPLA,4,BACKSTREET BOYS - QUIT PLAYING GAMES (WITH MY HEART),5
BLUE LAGOON,4,BACKSTREET BOYS - EVERYBODY (BACKSTREET'S BACK),5
DANTE THOMAS,4,BRYAN ADAMS - SUMMER OF 69,5
BOB MARLEY VS FUNKSTAR DELUXE,4,BRYAN ADAMS - ALL FOR LOVE,5
C,4,BRYAN ADAMS - RUN TO YOU,5
MIDNIGHT OIL,4,JASON DERULO - IN MY HEAD,5
THE CALLING,4,JAMES BLUNT - POSTCARDS,5
MARY MARY,4,JAMES BLUNT - THE TRUTH,5
MARILLION,4,JAMES BLUNT - OK,5
LEONA LEWIS,4,QUEEN - THE SHOW MUST GO ON,5
SERGIO MENDES,4,QUEEN - I WANT IT ALL,5
BLACK EYED,4,ALICIA KEYS - UNDERDOG,5
BRONSKI BEAT,4,MADONNA - 4 MINUTES,5
ICH,4,MADONNA - HOLIDAY,5
ALOK,4,MADONNA - LIKE A PRAYER,5
MEN AT WORK,4,TAKE THAT - BACK FOR GOOD,5
MAGIC,4,ROBIN SCHULZ - IN YOUR ARMS (FOR AN ANGEL),5
OLIVIA RODRIGO,4,ROBIN SCHULZ - MILLION GOOD REASONS,5
PASCAL LETOUBLON,4,ROBIN SCHULZ - OK,5
CROWDED HOUSE,4,ROBIN SCHULZ - SUN GOES DOWN,5
PRINCE ITAL. JOE,4,NELLY FURTADO - FORCA,5
WILL.I.AM,4,KYLIE MINOGUE - CAN'T GET YOU OUT OF MY HEAD,5
ZAZ,4,POST MALONE - ONLY WANNA BE WITH YOU,5
CHARLIE PUTH,4,MICHAEL JACKSON - THEY DON'T CARE ABOUT US,5
YOUSSOU N'DOUR,4,MICHAEL JACKSON - BLACK OR WHITE,5
NENEH CHERRY,4,TOM GREGORY - SMALL STEPS,5
JOHN LEGEND,4,RITON - FRIDAY (DOPAMINE RE-EDIT),5
4 NON BLONDES,4,NIGHTCRAWLERS - FRIDAY (DOPAMINE RE-EDIT),5
EVE,4,MU - FRIDAY (DOPAMINE RE-EDIT),5
LENE MARLIN,4,PAOLA - VAMOS A BAILAR,5
EDWYN COLLINS,4,CHIARA - VAMOS A BAILAR,5
KESHA,4,DJ JAZZY JEFF - THE FRESH PRINCE OF BEL AIR,5
CULCHA CANDELA,4,THE FRESH - THE FRESH PRINCE OF BEL AIR,5
TRIGGERFINGER,4,JENNIFER LOPEZ - AIN'T YOUR MAMA,5
EMELI SANDÉ,4,JENNIFER LOPEZ - LET'S GET LOUD,5
REA GA,4,ALEXANDRA STAN - MR. SAXOBEAT,5
ILSEY,4,SHAWN MENDES - TREAT YOU BETTER,5
AVA,4,SHAWN MENDES - WHEN YOU'RE GONE,5
NALIN,4,CLEAN BANDIT - ROCKABYE,5
KANE,4,MARK FORSTER - CHÖRE,5
MARIO,4,MARK FORSTER - 194 LÄNDER,5
MC MIKER G,4,DISCIPLES - HOW DEEP IS YOUR LOVE,5
DJ,4,THE WEEKND - I FEEL IT COMING,5
PIA ZADORA,4,GENESIS - INVISIBLE TOUCH,5
FRANCE GALL,4,IMAGINE DRAGONS - DEMONS,5
R. CITY,4,TLC - NO SCRUBS,5
ADAM LEVINE,4,SPIN DOCTORS - TWO PRINCES,5
PHILIP BAILEY,4,ACE OF BASE - LIFE IS A FLOWER,5
JOSHUA KADISON,4,ACE OF BASE - THE SIGN,5
FRIDA GOLD,4,HOOTERS - JOHNNY B.,5
BEE GEES,4,ROBBIE WILLIAMS - ANGELS,5
KEVIN LYTTLE,4,RIGHT SAID FRED - DON'T TALK JUST KISS,5
HIGHT,4,VILLE VALO - SUMMER WINE,5
FREYA RIDINGS,4,NATALIA AVELO - SUMMER WINE,5
DAVE STEWART,4,MADCON - DON'T WORRY,5
WET WET WET,4,ROXETTE - JOYRIDE,5
MGK,4,ROXETTE - SLEEPING IN MY CAR,5
ERIC CARMEN,4,ROXETTE - DANGEROUS,5
TOVE LO,4,MR MISTER - BROKEN WINGS,5
CASCADA,4,AEROSMITH - CRAZY,5
KEANE,4,BILLY JOEL - UPTOWN GIRL,5
NELLY,4,FALCO - ROCK ME AMADEUS,5
WOMACK,4,FALCO - OUT OF THE DARK,5
THE CRANBERRIES,4,U 2 - WHERE THE STREETS HAVE NO NAME.,5
ISRAEL KAMAKAWIWO'OLE,4,KINGS OF LEON - USE SOMEBODY,5
ADAM LAMBERT,4,ALAN WALKER - FADED,5
CARDI B,4,FAITHLESS - INSOMNIA,5
OTHER ONES,4,MILLI VANILLI - GIRL YOU KNOW IT'S TRUE,5
ALL-AMERICAN REJECTS,4,LIAM PAYNE - FOR YOU,5
SHERYL CROW,4,FAST BOY - MILLION GOOD REASONS,5
FRANCESCO Y,4,HALL - MANEATER,5
STYX,4,OATES - MANEATER,5
OWL CITY,4,RITA ORA - FOR YOU,5
COLBIE CAILLAT,4,DR. ALBAN - IT'S MY LIFE,5
OCEANA,4,TRACY CHAPMAN - FAST CAR,5
UDO LINDENBERG,4,NO ANGELS - LIKE ICE IN THE SUNSHINE,5
LENA,3,PASSENGER - LET HER GO,5
INI KAMOZE,3,TAIO CRUZ - DYNAMITE,5
MICHEL TELO,3,A-HA - TAKE ON ME,5
CAMILO,3,WHITNEY HOUSTON - I WANNA DANCE WITH SOMEBODY,5
OPM,3,CULTURE CLUB - DO YOU REALLY WANT TO HURT ME,5
GOSSIP,3,LIGHTHOUSE FAMILY - HIGH,5
KATE YANAI,3,JANET JACKSON - TOGETHER AGAIN,5
BEACH BOYS,3,RED HOT CHILI PEPPERS - CAN'T STOP,5
EIFFEL 65,3,MR. BIG - TO BE WITH YOU,5
BLOODHOUND GANG,3,2 PAC - CHANGES,5
ALIZEE,3,JUSTIN TIMBERLAK - 4 MINUTES,5
JOJO,3,ANNE-MARIE - ROCKABYE,5
GYM CLASS HEROES,3,THE POINTER SISTERS - I'M SO EXCITED,5
THE GOO GOO DOLLS,3,DAFT PUNK - I FEEL IT COMING,5
RAYKUBA,3,WHIGFIELD - SATURDAY NIGHT,5
SCORPIONS,3,BRITNEY SPEARS - TOXIC,5
TACABRO,3,ELLE KING - EX'S & OH'S,5
ACDC,3,MICHAEL MIND - BLINDED BY THE LIGHT,5
JAN DELAY,3,ANDREAS BOURANI - HEY,5
KLANGKARUSSELL,3,NIRVANA - COME AS YOU ARE,5
OLIVA,3,BIG MOUNTAIN - BABY I LOVE YOUR WAY,5
PATRICE,3,DANIEL CAE - PEACHES,5
MAJESTIC,3,GREEN DAY - BOULEVARD OF BROKEN DREAMS,5
SIGALA,3,CARLY RAE JEPSEN - CALL ME MAYBE,5
WHAM,3,LIONEL RICHIE - ALL NIGHT LONG,5
BAHA MEN,3,DISCOBOYS - FOR YOU,5
NUKA,3,N'SYNC - TEARING UP MY HEART,5
SEAL,3,TITIYO - COME ALONG,5
ROB THOMAS,3,NICO SANT - IN YOUR ARMS (FOR AN ANGEL),5
ALEX MAX BAND,3,SANTANA - SMOOTH,5
QUEENS OF THE STONE AGE,3,METALLICA - NOTHING ELSE MATTERS,5
TIBERIO,3,SHANIA TWAIN - THAT DON'T IMPRESS ME MUCH,5
NICK CAVE,3,TINA TURNER - THE BEST,5
THE BAD SEEDS,3,TINA TURNER - WE DON'T NEED ANOTHER HERO,5
HOOBASTANK,3,CYNDI LAUPER - TRUE COLORS,5
BAKAR,3,SOUL ASYLUM - RUNAWAY TRAIN,5
SUMMER WALKER,3,VIZE - CLOSE YOUR EYES,5
GUSTTAVO LIMA,3,MISS - CLOSE YOUR EYES,5
ALEX AIONO,3,ARMY OF LOVERS - CRUCIFIED,5
BROOKE FRASER,3,CAMOUFLAGE - LOVE IS A SHIELD,5
CRAIG DAVID,3,JAYMES YOUNG - INFINITY,5
ANITTA,3,ECHOSMITH - COOL KIDS,5
MILOW,3,SASHA - IF YOU BELIEVE,5
CHAD KROEGER,3,CUT 'N' MOVE - GIVE IT UP,5
SHEPPARD,3,ALPHAVILLE - BIG IN JAPAN,5
REVOLVERHELD,3,ROBERT MILES - CHILDREN,5
CEE LO GREEN,3,KATE RYAN - DESENCHANTEE,5
WHEATUS,3,CHRIS BROWN - YEAH 3X,5
POLLYANNA,3,JOAN OSBORNE - ONE OF US,5
MILKY CHANCE,3,VANESSA CARLTON - A THOUSAND MILES,5
ALL 4 ONE,3,BELINDA CARLISLE - HEAVEN IS A PLACE ON EARTH,5
CEDRIC GERV,3,PATRICK SWAYZE - SHE'S LIKE THE WIND,5
BORMIN',3,ALCAZAR - CRYING AT THE DISCOTEQUE,5
SEAN PAUL,3,JESSIE J - PRICE TAG,5
MONTEZ,3,BANNERS - SOMEONE TO YOU,5
ELIF,3,MIKE - OVER MY SHOULDER,5
KONTRA K,3,THE MECHANICS - OVER MY SHOULDER,5
JEFF BUCKLEY,3,VAN HALEN - JUMP,5
PURPLE,3,LAURA BRANIGAN - SELF CONTROL,5
JAMES MORRISON,3,COMMUNARDS - DON'T LEAVE ME THIS WAY,5
NELLY FUR,3,NATALIE IMBRUGLIA - TORN,5
JOHN NEWMA,3,ECHT - DU TRÄGST KEINE LIEBE IN DIR,5
SNOW PATROL,3,ALICE COOPER - POISON,5
JAMELIA,3,UGLY KID JOE - CATS IN THE CRADLE,5
GUNS N' ROSES,3,KATRINA - WALKING ON SUNSHINE,5
OMC,3,THE WAVES - WALKING ON SUNSHINE,5
LAS KETCHUP,3,SIMPLE MINDS - DON'T YOU,5
THE POLICE,3,GOTYE - SOMEBODY THAT I USED TO KNOW,5
DUFFY,3,KIMBRA - SOMEBODY THAT I USED TO KNOW,5
RIZZLE KICKS,3,JASMINE THO - SUN GOES DOWN,5
JOSE DE RICO,3,AMY MACDONALD - THIS IS THE LIFE,5
MIAMI SOUND MACHINE,3,BOBBY MCFERRIN - DON'T WORRY BE HAPPY,5
GIANT ROOKS,3,DAVID GUETTA - FOREVER YOUNG,4
3 DOORS DOWN,3,JUSTIN TIMBERLAKE - MIRRORS,4
TONI BRAXTON,3,FELIX JAEHN - HOT2TOUCH,4
K-MARO,3,ZOE WEES - LONELY,4
LUCENZO,3,ZOE WEES - CONTROL,4
MARQUE,3,LADY GAGA - PAPARAZZI,4
RONIS GOLIATH,3,MANDO DIAO - DANCE WITH SOMEBODY,4
BEES,3,CALVIN HARRIS - THIS IS WHAT YOU CAME FOR,4
HONEY WA,3,CHER - THE SHOOP SHOOP SONG,4
HELEN SCHNEIDER,3,CHER - STRONG ENOUGH,4
ADEL TAWIL,2,LINKIN PARK - CASTLE OF GLASS,4
ALICE MERTON,2,LINKIN PARK - BURN IT DOWN,4
LOONA,2,ATOMIC KITTEN - WHOLE AGAIN,4
BUDDY,2,ALVARO SOLER - CON CALMA,4
PETER ANDRE,2,BON JOVI - NO APOLOGIES,4
IYAZ,2,LEONY - FRIENDSHIPS (LOST MY LOVE),4
X AMBASSADORS,2,LEONY - ROCK N ROLL,4
RIKU RAJAMAA,2,DEPECHE MODE - PEOPLE ARE PEOPLE,4
STANFOUR,2,DEPECHE MODE - EVERYTHING COUNTS,4
A BOOGIE WIT,2,KELLY CLARKSON - BECAUSE OF YOU,4
YASHA,2,THE BLACK EYED PEAS - DON'T YOU WORRY,4
MATERIA,2,THE BLACK EYED PEAS - SHUT UP,4
MISS PLATNUM,2,BRUCE SPRINGSTEEN - STREETS OF PHILADELPHIA,4
EMPIRE OF THE SUN,2,SUNRISE AVENUE - I DON'T DANCE,4
MOBY,2,DUA LIPA - PHYSICAL,4
BONEY M,2,DUA LIPA - COLD HEART (PNAU REMIX),4
KYGO WITH AVICII,2,TWOCOLORS - HEAD ABOVE WATER,4
SANDRO CAVA,2,SAFRI DUO - HEAD ABOVE WATER,4
SHOUSE,2,CHRIS DE - HEAD ABOVE WATER,4
GABRIELLA CILMI,2,BRUNO MARS - GRENADE,4
MÜNCHENER FREIHEIT,2,MILEY CYRUS - MIDNIGHT SKY,4
CALI Y EL D,2,RONAN KEATING - WHEN YOU SAY NOTHING AT ALL,4
DECLAN J DONOVAN,2,MAROON 5 - MEMORIES,4
KRAFTKLUB,2,WILL SMITH - GETTIN' JIGGY WITH IT,4
GAMPER,2,HERBERT GRÖNEMEYER - WAS SOLL DAS?,4
DADONI,2,ADELE - WATER UNDER THE BRIDGE,4
MGMT,2,ADELE - SET FIRE TO THE RAIN,4
KANYE WEST,2,MICHAEL PATRICK KELLY - BEST BAD FRIEND,4
JAMIE FOXX,2,COLDPLAY - VIVA LA VIDA,4
SAMANTHA FOX,2,COLDPLAY - CLOCKS,4
OFF,2,ÄRZTE - JUNGE,4
FRANS,2,LUTRICIA MCNEAL - AIN'T THAT JUST THE WAY,4
SOULSISTER,2,SIDO - ASTRONAUT,4
B.O.B,2,PHIL COLLINS - EASY LOVER,4
HAYLEY WILLIAMS,2,PHIL COLLINS - IN THE AIR TONIGHT,4
CLEAN BANDIT AND MABEL,2,SHABOOZEY - A BAR SONG (TIPSY),4
2,2,MYLES SMITH - STARGAZING,4
GALANTIS,2,MYLES SMITH - NICE TO MEET YOU,4
WIR SIND HELDEN,2,BONNIE TYLER - HOLDING OUT FOR A HERO,4
SNOOP DOGG,2,BACKSTREET BOYS - LARGER THAN LIFE,4
50 CENT,2,BACKSTREET BOYS - I WANT IT THAT WAY,4
KERI HILSON,2,AVRIL LAVIGNE - COMPLICATED,4
HYPATON,2,AVRIL LAVIGNE - SK8ER BOI,4
BONNIE,2,P!NK - RAISE YOUR GLASS,4
ZAYN,2,P!NK - ALL I KNOW SO FAR,4
ULTRAVOX,2,P!NK - WHO KNEW,4
JAXOMY,2,THE SCRIPT - HALL OF FAME,4
AGATINO ROMERO,2,YOUNOTUS - CANYONS,4
RAFF,2,AVA MAX - KINGS & QUEENS,4
V,2,ELTON JOHN - COLD HEART (PNAU REMIX),4
KELIS,2,BRYAN ADAMS - EVERYTHING I DO,4
VANESSA AMOROSI,2,JAWSH 685 - SAVAGE LOVE (LAXED - SIREN BEAT),4
NICKI MINAJ,2,JASON DERULO - SAVAGE LOVE (LAXED - SIREN BEAT),4
FOO FIGHTERS,2,AGNES - RELEASE ME,4
DE LA SOUL,2,QUEEN - ANOTHER ONE BITES THE DUST,4
MAJOR LAZER,2,ALICIA KEYS - GIRL ON FIRE,4
MISSY ELLIOTT,2,BEYONCÉ - CRAZY IN LOVE,4
CHRISTINA AGUILE,2,JOHN NEWMAN - LOVE ME AGAIN,4
BLACK KAPPA,2,MADONNA - HUNG UP,4
JUNIOR SENIOR,2,NICKELBACK - HOW YOU REMIND ME,4
FRENCH AFFAIR,2,KYGO - HIGHER LOVE,4
MARTIN SOLVEIG,2,PET SHOP BOYS - GO WEST,4
THE FAIM,2,ROBIN SCHULZ - HEADLIGHTS,4
T.A.T.U,2,ROBIN SCHULZ - SUGAR,4
JOURNEY,2,NELLY FURTADO - POWERLESS,4
ERIKA SIROL,2,NELLY FURTADO - SAY IT RIGHT,4
JUPITER JONES,2,KID ROCK - ALL SUMMER LONG,4
JACK JOHNSON,2,STING - AN ENGLISHMAN IN NEW YORK,4
CALUM SCOTT,2,MICHAEL JACKSON - BAD,4
TINI,2,MICHAEL JACKSON - MAN IN THE MIRROR,4
REIK R3HAB,2,MARY J. BLIGE - FAMILY AFFAIR,4
LOS LOBOS,2,JENNIFER LOPEZ - AIN'T IT FUNNY,4
MARC ANTHONY,2,JENNIFER LOPEZ - IF YOU HAD MY LOVE,4
HERMES HOUSE BAND,2,JENNIFER LOPEZ - WAITING FOR TONIGHT,4
SIA AND DAVID GUETTA,2,LAVINIA - CANYONS,4
MIGUEL,2,ALANIS MORISSETTE - THANK U,4
EAST 17,2,SPLIFF - CARBONARA,4
DYNORO,2,UNCLE KRACKER - FOLLOW ME,4
MORAT,2,BOSSE - DER LETZTE TANZ,4
WANTED,2,GENTLEMAN - SUPERIOR,4
J. BALVIN,2,SASH! - ECUADOR,4
LMFAO,2,THE WEEKND - BLINDING LIGHTS,4
SCATMAN JOHN,2,GENESIS - LAND OF CONFUSION,4
GURU JOSH PROJECT,2,WINCENT WEISS - MUSIK SEIN,4
MODJO,2,AVICII - ADDICTED TO YOU,4
ERIC CLAPTON,2,AVICII - LEVELS,4
MEGHAN TRAINOR,2,AVICII - LET'S RIDE AWAY,4
RUDIMENTAL,2,ACE OF BASE - ALL THAT SHE WANTS,4
MARY J. B,2,ACE OF BASE - BEAUTIFUL LIFE,4
NICK WATERHOUSE,2,RIHANNA - THIS IS WHAT YOU CAME FOR,4
TING TINGS,2,DERMOT KENNEDY - OUTNUMBERED,4
PSY,2,MADCON - GLOW,4
CAMEO,2,GO WEST - THE KING OF WISHFUL THINKING,4
NEW ORDER,2,REAMONN - TONIGHT,4
DAVID BOWIE,2,ANASTACIA - SICK AND TIRED,4
MARTIN GARRIX,2,ANASTACIA - PAID MY DUES,4
OFFSPRING,2,AEROSMITH - I DON'T WANT TO MISS A THING,4
RIO REISER,2,LANA DEL REY - SUMMERTIME SADNESS,4
REDMA,2,ALL SAINTS - PURE SHORES,4
MISTAJAM,1,U 2 - WITH OR WITHOUT YOU,4
JOHN,1,UB 40 - RED RED WINE,4
BANANARAMA,1,NE-YO - SO SICK,4
KAOMA,1,MATT SIMONS - OPEN UP,4
BLOODPOP,1,THE CHAINSMOKERS - SOMETHING JUST LIKE THIS,4
RICHARD MARX,1,COLDPLA - SOMETHING JUST LIKE THIS,4
SDP,1,BLUE LAGOON - BREAK MY STRIDE,4
DJ JAZZY JEFF AND THE FRESH PR,1,DANTE THOMAS - MISS CALIFORNIA,4
BOMFUNK MC'S,1,BOB MARLEY VS FUNKSTAR DELUXE - SUN IS SHINING,4
J,1,BILLY IDOL - REBEL YELL,4
RAMMSTEIN,1,MIDNIGHT OIL - BEDS ARE BURNING,4
APOLLO FOUR FORTY,1,LA BOUCHE - SWEET DREAMS,4
THE WEEK,1,SHAGGY - IT WASN'T ME,4
MARLON ROUDETTE,1,SHAGGY - ANGEL,4
NENA,1,THE CALLING - WHEREVER YOU WILL GO,4
MR OIZO,1,NO ANGELS - DAYLIGHT IN YOUR EYES,4
REPUBLICA,1,TAIO CRUZ - BREAK YOUR HEART,4
THE SHAPESHIFTERS,1,TAIO CRUZ - THERE SHE GOES,4
VENGABOYS,1,A-HA - HUNTING HIGH AND LOW,4
CYPRESS HILL,1,WHITNEY HOUSTON - HIGHER LOVE,4
LEVENT GEIGER,1,MARY MARY - SHACKLES,4
SELENA GOMEZ,1,OUTKAST - MS. JACKSON,4
DEAF HAVANA,1,MARILLION - KAYLEIGH,4
PLAN B,1,PITBULL - FIREBALL,4
L,1,DJ ANTOINE - WELCOME TO ST. TROPEZ,4
LIFEHOUSE,1,SERGIO MENDES - MAS QUE NADA,4
ALOE BLACC,1,BLACK EYED - MAS QUE NADA,4
DAECOLM,1,ONEREPUBLIC - BEAUTIFUL COLORS,4
ELEVATOR BOYS,1,DAFT PUNK - GET LUCKY,4
SKAAR,1,SWEDISH HOUSE MAFIA - DON'T YOU WORRY CHILD,4
MARC ATLAS,1,MEN AT WORK - DOWN UNDER,4
DR ALBAN,1,MAGIC - RUDE,4
