Artist,Times Played,Artist - Song,Times Played
JABBA,14,INA WROLDSEN - HOW DEEP IS YOUR LOVE,18
MAÎTRE GIMS,14,KIM PETRAS - UNHOLY,18
DANY SYNTHÉ,14,MORGAN WALLEN - I HAD SOME HELP,18
BENNY BLANCO,14,CAMILA CABELLO - HAVANA,18
SIGALA,14,YOUNG THUG - HAVANA,18
ALOE BLACC,14,DJ MUGZEE - 1LIVE GO HIP HOP MIX,18
ECHOSMITH,14,JOSEPH (CH) - JACKIE B,18
RAUW ALEJANDRO,14,BRENT FAIYAZ FRIENDS - JACKIE B,18
TY DOLLA SIGN,14,TAYLOR SWIFT - WE ARE NEVER EVER GETTING BACK TOGETHER (TAYLOR'S VERSION),17
LAURELL,14,ZEDD - CLARITY,17
PHARRELL WILLIAMS,14,MYLES SMITH - STARGAZING,17
SKRILLEX,14,ALEX WARREN - ETERNITY*,17
FLUME,14,AVA MAX - SWEET BUT PSYCHO,17
THE BLACK EYED PEAS,14,AVA MAX - KINGS & QUEENS,17
ROMY,14,BRUNO MARS - NOTHIN' ON YOU,17
IMANY,14,B.O.B - NOTHIN' ON YOU,17
FILATOV,14,SHAWN MENDES - TREAT YOU BETTER,17
KARAS,14,CLEAN BANDIT - ROCKABYE,17
ARCTIC MONKEYS,14,SEAN PAUL - ROCKABYE,17
MAREN MORRIS,14,ANNE-MARIE - ROCKABYE,17
GREY,14,RAG'N'BONE MAN - HUMAN,17
LILLY WOOD,14,CRO - EINMAL UM DIE WELT,17
THE PRICK AND ROBIN SCHULZ,14,TOPIC - BREAKING ME,17
FIREBOY DML,14,A7S - BREAKING ME,17
CRO 01099,14,ONE DIRECTION - DRAG ME DOWN,17
PAULA HARTMANN,13,TIËSTO - THE BUSINESS,17
ELY OAKS,13,DELERIUM - SILENCE (JOHN SUMMIT REMIX),17
PASHANIM,13,SARAH MCLACHLAN - SILENCE (JOHN SUMMIT REMIX),17
CHILDISH GAMBINO,13,FLO RIDA - GOOD FEELING,17
2 CHAINZ,13,FLORENCE + THE MACHINE - EVERYBODY SCREAM,17
BLEU SOLEIL,13,POST MALONE - CHEMICAL,17
LUIZA,13,USHER - DJ GOT US FALLIN' IN LOVE,17
CHUALA,13,USHER - SCREAM,17
WYCLEF JEAN,13,THE UNDERDOG PROJECT - SUMMER JAM,17
NIKLAS DEE,13,FOXES - CLARITY,17
LAGIQUE,13,OLIVIA RODRIGO - DRIVERS LICENSE,17
NEA,13,MARTERIA - LILA WOLKEN,17
GIVEON,13,YASHA - LILA WOLKEN,17
DENNIS LLOYD,13,MISS PLATNUM - LILA WOLKEN,17
THE NAKED,13,KLINGANDE - JUBEL,17
FAMOUS,13,TURNSTILE - NEVER ENOUGH,17
BABY BASH,13,CMAT - TAKE A SEXY PICTURE OF ME,17
GYM CLASS HEROES,13,STARDUST - MUSIC SOUNDS BETTER WITH YOU,17
ADAM LEVINE,13,STROMAE - ALORS ON DANSE,17
1LIVE HIP HOP SESSION,13,JUSTIN BIEBER - SORRY,16
ADAM PORT,13,WALK THE MOON - SHUT UP AND DANCE,16
TIMBALAND,13,JESSIE J - PRICE TAG,16
OWL CITY,12,B.O.B - PRICE TAG,16
INTERPLANETARY CRIMINAL,12,AXWELL - MORE THAN YOU KNOW,16
ORIGINAL KOFFEE,12,\ INGROSSO - MORE THAN YOU KNOW,16
COI LERAY,12,ANNA NAKLAB - SUPERGIRL,16
LUIS FONSI,12,ALLE FARBEN - SUPERGIRL,16
LOUD LUXURY,12,YOUNOTUS - SUPERGIRL,16
BRANDO,12,IMAGINE DRAGONS - BELIEVER,16
JAYMES YOUNG,12,TATE MCRAE - YOU BROKE ME FIRST,16
DJ ANTOINE VS. TIMATI,12,TATE MCRAE - IT'S OK I'M OK,16
KALENNA,12,JASON DERULO - SWALLA,16
FRESHLYGROUND,12,NICKI MINAJ - SWALLA,16
J.U.D.G.E,12,TY DOLLA $IGN - SWALLA,16
VENGABOYS,12,THE WEEKND - STARBOY,16
CHET FAKER,12,THE WEEKND - TAKE MY BREATH,16
SZA,12,THE WEEKND - THE HILLS,16
ENRIQUE IGLESIAS,12,SWEDISH HOUSE MAFIA - SAVE THE WORLD,16
CLUESO,12,MAKKO - GUT AUS,16
NICKY JAM,12,SIRA - GUT AUS,16
FILOW,12,BADCHIEFF - GUT AUS,16
THE MAGICIAN,12,DEMI LOVATO - INSTRUCTION,16
JASSIN,12,JAX JONES - INSTRUCTION,16
QUARTERHEAD,12,DAFT PUNK - STARBOY,16
ODEN,12,WANKELMUT - MY HEAD IS A JUNGLE,16
FATZO,12,EMMA LOUISE - MY HEAD IS A JUNGLE,16
CONRAD,12,THE LAST DINNER PARTY - THIS IS THE KILLER SPEAKING,16
ALIDA,12,ELIZA ROSE - B.O.T.A (BADDEST OF THEM ALL),16
RHYTHMS DEL MUNDO FT. COLDPLAY,12,STEFFLON DON - INSTRUCTION,16
BELLINI,11,NICKY MINAJ - STARSHIPS,16
RAFFA GUIDO,11,DOJA CAT - SAY SO,16
EVE,11,STROMAE - PAPAOUTAI,16
JAMES ARTHUR,11,JUSTIN BIEBER - STAY,15
PARSON JAMES,11,ALEX WARREN - ORDINARY**,15
JOHN RYAN,11,PETER FOX - ZUKUNFT PINK,15
ALUNAGEORGE,11,AVA MAX - MY HEAD & MY HEART,15
HVME,11,LEONY - FADED LOVE,15
KEVIN LYTTLE,11,CALVIN HARRIS - SUMMER,15
YOLANDA BE COOL,11,WILL.I.AM - SCREAM & SHOUT,15
DCUP,11,BRITNEY SPEARS - SCREAM & SHOUT,15
YVES LAROCK,11,WIZ KHALIFA - SEE YOU AGAIN,15
JABA,11,BILLIE EILISH - BAD GUY,15
NALIN,11,TAIO CRUZ - HANGOVER,15
KANE,11,ELLIE GOULDING - BURN,15
GOTYE,11,CRO - TEMPO,15
ACRAZE,11,EMINEM - LOVE THE WAY YOU LIE,15
CHERISH,11,CHARLIE PUTH - HOW LONG,15
ROSALIA,11,CHARLIE PUTH - SEE YOU AGAIN,15
CAT BURNS,11,JASON DERULO - WANT TO WANT ME,15
DANIEL CAESAR,11,RIHANNA - LOVE THE WAY YOU LIE,15
DAVID KUSHNER,11,MAU P - TESLA,15
ELDERBROOK,11,CHRIS LAKE - SOMEBODY (2024),15
MAC MILLER,11,FLO RIDA - MY HOUSE,15
OLIVER SIM,11,NATASHA BEDINGFIELD - UNWRITTEN,15
ROGER SANCHEZ,11,FISHER - SOMEBODY (2024),15
GALANTIS,11,KIMBRA - SOMEBODY (2024),15
ALEXANDRA STAN,11,SANTE SANSONE GOTYE - SOMEBODY (2024),15
MALIK HARRIS,11,JUSTIN TIMBERLAKE - MIRRORS,15
THE STROKES,11,ADELE - SET FIRE TO THE RAIN,15
070 SHAKE,11,ÖWNBOSS - MOVE YOUR BODY,15
MARLON HOFFSTADT,10,SEVEK - MOVE YOUR BODY,15
AVAION,10,BADCHIEFF - TEMPO,15
JADEN BOJSEN,10,RITON - TURN ME ON,15
MONTEZ,10,LOI - GOLD,15
JAIN,10,ONEREPUBLIC - IF I LOSE MYSELF,15
CARDI B,10,BTS - DYNAMITE,15
HAYLEY WILLIAMS,10,SAMPAGNE - TEMPO,15
RAFFA FL,10,ALAN WALKER - FADED,15
MILK,10,PEGGY GOU - (IT GOES LIKE) NANANA,15
SUGAR,10,SIGMA - NOBODY TO LOVE,15
TRAVIE MCCOY,10,PLAYBOI CARTI THE WEEKND - POPULAR,15
KID CUDI,10,MADONNA - POPULAR,15
GOOD NEIGHBOURS,10,THE KID LAROI - STAY,15
ALL SAINTS,10,INÉZ - ZUKUNFT PINK,15
DJ JAZZY JEFF,10,OLIVER HELDENS - TURN ME ON,15
THE FRESH PRIN,10,VULA - TURN ME ON,15
OMI,10,RUDIMENTAL - FEEL THE LOVE,14
JUNIOR SENIOR,10,KHALID - EASTSIDE,14
MICHAEL FRANTI,10,DAVID GUETTA - BEAUTIFUL PEOPLE**,14
LUMIDEE,10,SIA - BEAUTIFUL PEOPLE**,14
BADGER,10,APACHE 207 - MIAMI,14
KEINEMUSIK (RAMPA,10,ZEDD - THE MIDDLE,14
SEVDALIZA ME),10,ZEDD - HAPPY NOW,14
LANIIA,10,REEZY - SABÍA QUE NO,14
CUPIDON,9,NINA SKY - MOVE YA BODY,14
MILAA,9,JABBA - MOVE YA BODY,14
LIZZO,9,AVICII - WAKE ME UP,14
J.REY SOUL,9,AVICII - WITHOUT YOU,14
2PAC,9,SNOOP DOGG - BEAUTIFUL,14
SAM GELLAITRY,9,JESSIE J - DOMINO,14
CHIKA,9,CHAPPELL ROAN - THE SUBWAY*,14
AARON,9,SHAWN MENDES - WHEN YOU'RE GONE,14
DARIO G,9,BAUSA - WAS DU LIEBE NENNST,14
ALICE DEEJAY,9,KUNGS - DON'T YOU KNOW,14
DANTE THOMAS,9,MAÎTRE GIMS - LOIN,14
J. BALVIN,9,DANY SYNTHÉ - LOIN,14
TYGA,9,CRO - DU,14
SERANI,9,BASTILLE - POMPEII,14
ANNENMAYKANTEREIT,9,BENNY BLANCO - EASTSIDE,14
CLAUDIA LEITTE,9,HALSEY - EASTSIDE,14
SOFI TUKKER,9,TATE MCRAE - 10:35,14
EMPIRE OF THE SUN,9,OLIVIA DEAN - REIN ME IN,14
JAMES BLAKE,9,SIGALA - EASY LOVE,14
MIKSU,9,THE WEEKND - I FEEL IT COMING,14
MACLOUD,9,TIËSTO - 10:35,14
OXLADE,9,TREAM - DRAGO AUGUSTINO,14
CAMILLA CABELLO,9,MORGAN SEATREE - SAY MY NAME (REMIX),14
AARON SMITH,9,FLORENCE + THE MACHINE - SAY MY NAME (REMIX),14
LUVLI,9,POST MALONE - SUNFLOWER,14
ARMAND VAN HELDEN,9,POST MALONE - CIRCLES,14
OSKAR MED K,9,ALOE BLACC - WAKE ME UP,14
KETTAMA,9,ERIC PRYDZ - PJANOO,14
JELLY ROLL MARSHMELLO,9,J BALVIN - RITMO (BAD BOYS FOR LIFE),14
ALEC BENJAMIN,9,LIL NAS X - STAR WALKIN',14
MODJO,9,ECHOSMITH - COOL KIDS,14
WAMDUE PROJECT,9,DAFT PUNK - I FEEL IT COMING,14
RAY DALTON,9,PITBULL - HOTEL ROOM SERVICE,14
OMAH LAY,9,KATY PERRY - ROAR,14
ROYA,9,FIFTH HARMONY - WORK FROM HOME,14
ALESSIA CARA,9,TY DOLLA SIGN - WORK FROM HOME,14
MALOU,8,JOHN NEWMAN - FEEL THE LOVE,14
YUNA,8,"SHAKIRA - WHENEVER, WHEREVER",14
50 CENT,8,SANDRO CAVAZZA - WITHOUT YOU,14
TOMAN,8,LAURELL - HABIT,14
CEREN,8,PHARRELL WILLIAMS - BEAUTIFUL,14
SERGIO MENDES,8,MILKY CHANCE - COLORADO,14
LOONA,8,SAM FENDER - REIN ME IN,14
CHRISTINA AGUILERA,8,SWAE LEE - SUNFLOWER,14
KID CUDI VS. CROOKERS,8,THE BLACK EYED PEAS - RITMO (BAD BOYS FOR LIFE),14
JUNIOR JACK,8,IMANY - DON'T BE SO SHY,14
LUCENZO,8,FILATOV - DON'T BE SO SHY,14
DON OMAR,8,KARAS - DON'T BE SO SHY,14
BOB MARLEY VS. FUNKSTAR DE LUXE,8,MAREN MORRIS - THE MIDDLE,14
DJ HELL,8,GREY - THE MIDDLE,14
BUNT. MYLES LLOYD,8,LILLY WOOD - PRAYER IN C (ROBIN SCHULZ REMIX),14
KELLY ROWLAND,8,THE PRICK AND ROBIN SCHULZ - PRAYER IN C (ROBIN SCHULZ REMIX),14
CRYSTAL WATERS,8,CRO 01099 - SO HEISS,14
SAM FELDT,8,ELLEY DUHÉ - HAPPY NOW,14
KIMBERLY ANNE,8,DAVID GUETTA - I DON'T WANNA WAIT,13
TWO DOOR CINEMA CLUB,8,PETER FOX - SCHÜTTEL DEINEN SPECK,13
GURU JOSH PROJECT,8,CALVIN HARRIS - OUTSIDE,13
PETIT BISCUIT,8,AVICII - ADDICTED TO YOU,13
ARGY,8,BRUNO MARS - UPTOWN FUNK,13
GOODBOYS,8,KUNGS - SUBSTITUTION,13
LA ROUX,8,DUA LIPA - LOVE AGAIN,13
PANJABI MC,8,ELLIE GOULDING - OUTSIDE,13
LARI LUKE,8,LOLA YOUNG - D£ALER*,13
ALEX CLARE,8,BBYCLOSE - BLACKBERRIES,13
BICEP,8,DERMOT KENNEDY - KISS ME,13
W,8,RIHANNA - PON DE REPLAY,13
CKAY,8,MARK RONSON - UPTOWN FUNK,13
ELGRANDE TOTO,8,FISHER - BLACKBERRIES,13
ROSSI,8,POST MALONE - BETTER NOW,13
ROOSEVELT,8,1LIVE DJ SESSION - MOGUAI,13
PEDRO CAPÓ,8,PURPLE DISCO MACHINE - SUBSTITUTION,13
LEONIDEN,7,NELLY - HOT IN HERRE,13
DON TOLIVER,7,PITBULL - I KNOW YOU WANT ME (CALLE OCHO),13
HAYLA,7,OFENBACH - WASTED LOVE,13
ZAH1DE,7,ONEREPUBLIC - I DON'T WANNA WAIT,13
BOSSE,7,JOHN NEWMAN - LOVE ME AGAIN,13
BOBBY HARVEY SAM HARPER,7,TWOCOLORS - LOVEFOOL,13
ASHANTI,7,BLEU SOLEIL - SOLEIL BLEU,13
SANTOS,7,LUIZA - SOLEIL BLEU,13
DRAGONETTE,7,KEINEMUSIK ( - SAY WHAT,13
KLANGKARUSSELL,7,RAMPA - SAY WHAT,13
WHEATUS,7,ADAM PORT) ME - SAY WHAT,13
LONDON GRAMMAR,7,CHUALA - SAY WHAT,13
RIN,7,MARTIN GARRIX - HERO,13
ROBYN,7,MILKY CHANCE - STOLEN DANCE,13
ELLA STERN,7,LAGIQUE - WASTED LOVE,13
J. COLE,7,NEA - SOME SAY (FELIX JAEHN REMIX),13
DIJON,7,01099 - DURSTLÖSCHER,13
PROVINZ,7,TURNSTILE - SEEIN' STARS,13
JA RULE,7,JVKE - HERO,13
ANDERSON .PAAK DISCLOSURE,7,THE KID LAROI - WITHOUT YOU,13
KLP,7,THE NAKED - YOUNG BLOOD,13
ANOTR,7,FAMOUS - YOUNG BLOOD,13
SILICONE SOUL,7,BABY BASH - SUGA SUGA,13
APOLLO ONLINE,7,GYM CLASS HEROES - STEREO HEARTS,13
THE WOMBATS,7,ADAM LEVINE - STEREO HEARTS,13
LAUFEY,7,1LIVE HIP HOP SESSION - DJ MUGZEE,13
IIO,7,TAYLOR SWIFT - BAD BLOOD (TAYLOR'S VERSION),12
JJ,7,JUSTIN BIEBER - WHAT DO YOU MEAN?,12
SHIRIN DAVID,7,RAYE - SUZANNE,12
LUKE DEAN,7,ELLA HENDERSON - HURRICANE,12
LOCKY MAX DEAN,7,KYGO - FIRESTONE,12
OSWALD,7,CALVIN HARRIS - I NEED YOUR LOVE,12
SPILLER,7,CALVIN HARRIS - THIS IS WHAT YOU CAME FOR,12
SEFO,7,BRITNEY SPEARS - TOXIC,12
DEMET AKALIN,7,ZARTMANN - EEHHHYYY,12
GALA,7,JONAS BLUE - WEEKENDS,12
MIKKY EKKO,7,FELIX JAEHN - WEEKENDS,12
FRANK OCEAN,7,FELIX JAEHN - AIN'T NOBODY (LOVES ME BETTER),12
DAYA,7,ELLIE GOULDING - I NEED YOUR LOVE,12
KILIMANJARO JAZZY,7,ROBIN SCHULZ - SHOW ME LOVE,12
SUPER-HI,7,TOPIC - KERNKRAFT 400 (A BETTER DAY),12
NEEKA,7,A7S - KERNKRAFT 400 (A BETTER DAY),12
SWIM,7,CARLY RAE JEPSEN - GOOD TIME,12
BIFFY CLYRO,7,OWL CITY - GOOD TIME,12
DEAN LEWIS,7,JASON DERULO - IN MY HEAD,12
EDWARD MAYA,7,DERMOT KENNEDY - POWER OVER ME,12
VIKA JIGULINA,7,RIHANNA - THIS IS WHAT YOU CAME FOR,12
MAJAN,7,THE WEEKND - LOVE ME HARDER,12
ANYMA,7,MARK RONSON - SUZANNE,12
BLACKBEAR,7,INTERPLANETARY CRIMINAL - SLOW BURNER,12
SG LEWIS,7,ORIGINAL KOFFEE - SLOW BURNER,12
ANAÏS,7,USHER - MORE,12
GENTLEMAN,7,ADELE - ROLLING IN THE DEEP,12
ABEL BALDER,6,PAWSA - TOO COOL TO BE CARELESS,12
BEYONCE,6,AYMEN - CAPRI SUN,12
JAY-Z,6,AMO - CAPRI SUN,12
ALTA,6,SEEED - AUFSTEHN,12
ROBERT FALCON,6,OFENBACH - HURRICANE,12
JESS GLYNNE ALOK,6,OFENBACH - HEAD SHOULDERS KNEES & TOES,12
WESTCOL,6,LOUD LUXURY - BODY,12
OVY ON THE DRUMS BEÉLE,6,BRANDO - BODY,12
SOPHIE ELLIS-BEXTOR,6,JAYMES YOUNG - INFINITY,12
FUTURE,6,DJ ANTOINE VS. TIMATI - WELCOME TO ST. TROPEZ,12
NOCASHFROMPARENTS,6,KALENNA - WELCOME TO ST. TROPEZ,12
EIN ROSENKAVALIER,6,ARIANA GRANDE - LOVE ME HARDER,12
SURFACES,6,MARTERIA - OMG!,12
PARRA FOR CUVA,6,SHAKIRA - WAKA WAKA (THIS TIME FOR AFRICA),12
LF SYSTEM,6,FRESHLYGROUND - WAKA WAKA (THIS TIME FOR AFRICA),12
NIC FANCIULLI,6,J.U.D.G.E - SHOW ME LOVE,12
ROBERT COURTOIS,6,NORMA JEAN MARTINE - HEAD SHOULDERS KNEES & TOES,12
AUDREY HOBERT,6,VENGABOYS - WE'RE GOING TO IBIZA,12
DOMINIC FIKE,6,MARTIN SOLVEIG - INTOXICATED,12
PHARRELL KATY PERRY,6,SAM SMITH - STAY WITH ME,12
BIG SEAN,6,PAUL KALKBRENNER - SKY AND SAND,12
ROBERT MILES,6,JAZEEK - AKON,12
FRAGMA,6,IKKIMEL - JIGGY,12
APSILON,6,FILOW - JIGGY,12
FUGEES,6,JASMINE THOMPSON - AIN'T NOBODY (LOVES ME BETTER),12
CRAZY TOWN,6,JASSIN - BITTE SEI VORSICHTIG,12
DZEKO,6,QUARTERHEAD - HEAD SHOULDERS KNEES & TOES,12
PREME,6,ODEN - LAUREN,12
PEACE CONTROL,6,FATZO - LAUREN,12
LINUS57,6,CONRAD - FIRESTONE,12
BAC,6,RHYTHMS DEL MUNDO FT. COLDPLAY - CLOCKS (THE CUBAN-VERSION),12
MACKLEMORE JESS GLYNNE,6,JUSTIN BIEBER - COLD WATER,11
DAN CAPLEN,6,JUSTIN BIEBER - PEACHES,11
NOAH KAHAN,6,DAVID GUETTA - ON MY LOVE,11
PROSPA,6,RAYE - ESCAPISM.,11
KALI UCHIS,6,PETER FOX - HAUS AM SEE,11
X AMBASSADORS,6,KYGO - STOLE THE SHOW,11
QUEENS OF THE STONE AGE,6,SELENA GOMEZ - WOLVES,11
NASRI,6,MILEY CYRUS - END OF THE WORLD**,11
STEVE AOKI,6,BRUNO MARS - JUST THE WAY YOU ARE,11
PARCELS,6,BOB MARLEY - COULD YOU BE LOVED,11
KÖLSCH,6,CLEAN BANDIT - REAL LOVE,11
KERI HILSON,6,MAROON 5 - ANIMALS,11
D.O.E,6,DUA LIPA - LEVITATING,11
BLINK-182,6,JASON DERULO - TALK DIRTY,11
ALEX GAUDINO,6,RIHANNA - RUDE BOY,11
CHRYSTAL WATERS,6,TRAVIS SCOTT - GOOSEBUMPS (REMIX),11
EZRA COLLECTIVE,6,SWEDISH HOUSE MAFIA - WAIT SO LONG,11
YAZMIN LACEY,6,BELLINI - SAMBA DE JANEIRO,11
CALUM SCOTT,6,MAJOR LAZER - COLD WATER,11
IYAZ,5,MØ - COLD WATER,11
THE STREETS,5,KIMBRA - SOMEBODY THAT I USED TO KNOW,11
MAESIC,5,RAFFA GUIDO - FAMAX,11
MARSHALL JEFFERSON,5,BAD BUNNY - NUEVAYOL,11
SALOMÉ DAS,5,JUSTIN TIMBERLAKE - SUMMER LOVE,11
NATE TRAVELLER,5,JESS GLYNNE - REAL LOVE,11
MOSS KENA,5,JAMES ARTHUR - IMPOSSIBLE,11
EIFFEL 65,5,PARSON JAMES - STOLE THE SHOW,11
DANNY OCEAN,5,PITBULL - FIREBALL,11
LEVENT GEIGER,5,JOHN RYAN - FIREBALL,11
OCEANA,5,MARSHMELLO - WOLVES,11
KIDDO,5,ZARA LARSSON - ON MY LOVE,11
JUBEL,5,ONEREPUBLIC - COUNTING STARS,11
NEIMY,5,HVME - GOOSEBUMPS (REMIX),11
THE KILLERS,5,KEVIN LYTTLE - TURN ME ON,11
BLU CANTRELL,5,"ARIANA GRANDE - THANK U, NEXT",11
ROSALÍA,5,MARTERIA - KIDS (2 FINGER AN DEN KOPF),11
JHAY CORTEZ BAD BUNNY,5,YOLANDA BE COOL - WE NO SPEAK AMERICANO,11
MASTER KG,5,DCUP - WE NO SPEAK AMERICANO,11
NOMCEBO ZIKODE,5,YVES LAROCK - RISE UP,11
EL GUINCHO,5,JABA - RISE UP,11
TONES AND I,5,2 CHAINZ - TALK DIRTY,11
BARRY CAN'T SWIM,5,NALIN - BEACHBALL,11
MGMT,5,KANE - BEACHBALL,11
ALAN DIXON,5,GOTYE - SOMEBODY THAT I USED TO KNOW,11
ARABIC PIANO,5,ACRAZE - DO IT TO IT,11
ZION DESCEMER BUENO,5,CHERISH - DO IT TO IT,11
LENNOX,5,SAM SMITH - MONEY ON MY MIND,11
LOS DEL RIO,5,DANIEL CAESAR - PEACHES,11
LEVI,5,GIVEON - PEACHES,11
METRO BOOMIN,5,DAVID KUSHNER - DAYLIGHT,11
TRETTMANN,5,ATB - 9 PM (TILL I COME),11
CHANCE THE RAPPER,5,CAMELPHAT - COLA,11
GIGI PEREZ,5,ELDERBROOK - COLA,11
EYELAR,5,ROGER SANCHEZ - ANOTHER CHANCE,11
MALUMA,5,GALANTIS - RUNAWAY (U & I),11
AITCH,5,ALEXANDRA STAN - MR. SAXOBEAT,11
CLAIRO,5,070 SHAKE - ESCAPISM.,11
BRUTALISMUS 3000,5,JUSTIN BIEBER - LOVE YOURSELF,10
ION MILES,5,CLOCKCLOCK - SOMEDAY SOON,10
BHZ,5,MILEY CYRUS - FLOWERS,10
DUKE DUMONT,5,BRUNO MARS - BILLIONAIRE,10
LOJAY,5,BRUNO MARS - TREASURE,10
SARZ,5,BRUNO MARS - DIE WITH A SMILE,10
OUTKAST,5,LADY GAGA - DIE WITH A SMILE,10
BLACK COFFEE,5,SKI AGGU - MIETFREI,10
ME,5,SEAN PAUL - NO LIE,10
JUNGLE,5,INNA - SUN IS UP,10
MODERAT,5,DUA LIPA - BREAK MY HEART,10
GRAVAGERZ,5,DUA LIPA - NO LIE,10
LIBIANCA,5,DUA LIPA - PHYSICAL,10
THE ADVENTURES OF STEVIE V,5,ROBIN SCHULZ - SUN GOES DOWN,10
ALOK,5,EMINEM - THE MONSTER,10
KELIS,5,IMAGINE DRAGONS - ON TOP OF THE WORLD,10
AKON,5,TATE MCRAE - SPORTS CAR,10
RHYS FROM THE STICKS,5,JASON DERULO - THE OTHER SIDE,10
MARIO,5,NICKI MINAJ - SHE CAME TO GIVE IT TO YOU,10
ENNIO,5,RIHANNA - THE MONSTER,10
THE KOOKS,5,MARLON HOFFSTADT - LOSING CONTROL,10
LIL WAYNE MAROON 5,5,FRED AGAIN - DELILAH (PULL ME OUT OF THIS),10
THE XX,5,AVRIL LAVIGNE - SK8TER BOI,10
TAYNA,5,NATASHA BEDINGFIELD - THESE WORDS,10
ENDOR,5,HARRY STYLES - ADORE YOU,10
ZSÁ ZSÁ,5,JADEN BOJSEN - LET'S GO,10
FOALS,4,USHER - SHE CAME TO GIVE IT TO YOU,10
T-PAIN,4,KRAFTKLUB - SONGS FÜR LIAM,10
RITTER LEAN,4,WILL SMITH - MIAMI,10
JULIA CHURCH,4,J BALVIN - IN DA GETTO,10
SAWEETIE,4,MONTEZ - AUF & AB,10
FAITHLESS,4,LIL NAS X - THAT'S WHAT I WANT,10
WIR SIND HELDEN,4,SIRA - MIETFREI,10
BILDERBUCH,4,JAIN - MAKEBA,10
BERQ,4,COLDPLAY - HIGHER POWER,10
M83,4,RAFFA FL - RITMO,10
GZUZ,4,MILK - LET THE SUNSHINE IN,10
ARLO PARKS,4,SUGAR - LET THE SUNSHINE IN,10
DAVE,4,TRAVIE MCCOY - BILLIONAIRE,10
CENTRAL CEE,4,LANA DEL REY - VIDEO GAMES,10
VAMPIRE WEEKEND,4,VIZE - STARS,10
ROYAL BLOOD,4,ALL SAINTS - PURE SHORES,10
GORDO,4,SKRILLEX - IN DA GETTO,10
ERIK BANDT,4,KINGS OF LEON - SEX ON FIRE,10
LEVEN KALI,4,FLUME - NEVER BE LIKE YOU,10
PAUL VAN DYK,4,MILKY CHANCE - LIVING IN A HAZE,10
ALEX WANN,4,DJ JAZZY JEFF - SUMMERTIME,10
RÜFÜS,4,THE FRESH PRIN - SUMMERTIME,10
STEVE LACY,4,OMI - CHEERLEADER (FELIX JAEHN REMIX),10
FONTAINES D.C,4,DENNIS LLOYD - NEVERMIND,10
WIZTHEMC,4,JASMINE THOMPSON - SUN GOES DOWN,10
BEES,4,JUNIOR SENIOR - MOVE YOUR FEET,10
HANNAH LAING,4,MICHAEL FRANTI - THE SOUND OF SUNSHINE,10
RORO,4,LUMIDEE - NEVER LEAVE YOU (UH-OOOH),10
THE BLESSED MADONNA,4,BADGER - THESE WORDS,10
AYA NAKAMURA,4,ADAM PORT - SEE YOU AGAIN,10
KITSCHKRIEG,4,KEINEMUSIK (RAMPA - SEE YOU AGAIN,10
GREEN DAY,4,SEVDALIZA ME) - SEE YOU AGAIN,10
LUCIANO,4,LANIIA - STARS,10
SOLOMUN,4,TAYLOR SWIFT - ANTI-HERO,9
ÄTNA,4,RAYE - BORN AGAIN,9
CLOUDS KETTAMA,4,DOECHII - DENIAL IS A RIVER,9
SALIF KEITA,4,KYGO - IT AIN'T ME,9
BENJA MOBLACK,4,CALVIN HARRIS - ONE KISS,9
CESÁRIA EVORA,4,SELENA GOMEZ - IT AIN'T ME,9
FRANC FALA,4,ED SHEERAN - A LITTLE MORE,9
AVENTURA,4,BRUNO MARS - LOCKED OUT OF HEAVEN,9
BLOODPOP,4,BOB MARLEY - IS THIS LOVE,9
POWFU,4,SHAWN MENDES - SENORITA,9
BEABADOOBEE,4,ANNE-MARIE - FRIENDS,9
PAUL SIRRELL,4,BILLIE EILISH - GUESS,9
LP GIOBBI,4,INNA - HOT,9
DJ TENNIS,4,MAROON 5 - MEMORIES,9
JOSEPH ASHWORTH,4,MAROON 5 - PAYPHONE,9
ALEXIS ROBERTS,4,LISA - BORN AGAIN,9
MOUGLETA,4,FELIX JAEHN - CALL IT LOVE,9
VEGEDREAM,4,DUA LIPA - ONE KISS,9
LAVINIA,4,IMAGINE DRAGONS - RADIOACTIVE,9
BON IVER,4,CUPIDON - FEEL IT,9
EARL SWEATSHIRT,4,MILAA - FEEL IT,9
JEREMIAS,4,"DISCLOSURE - SHE’S GONE, DANCE ON",9
LUNE,4,BLACK EYED PEAS - MAMACITA,9
MOONLGHT,4,OZUNA - MAMACITA,9
THE LA'S,4,J.REY SOUL - MAMACITA,9
LAWRENT ROBIN SCHULZ,4,2PAC - CALIFORNIA LOVE,9
TOM GRENNAN,4,DJ SNAKE - YOU KNOW YOU LIKE IT,9
RENEÉ RAPP,4,DJ SNAKE - LOCO CONTIGO,9
DIMITRI VEGAS,4,SAM GELLAITRY - ASSUMPTIONS,9
LIKE MIKE,4,FRED AGAIN - PLACES TO BE,9
DIDO,4,ANDERSON .PAAK - PLACES TO BE,9
RENÉ MILLER,4,CHIKA - PLACES TO BE,9
DJ GIGOLA,4,FLO RIDA - RIGHT ROUND,9
FRED AGAIN.. SKRILLEX,4,ELY OAKS - RUNNING AROUND,9
FLOWDAN,4,DARIO G - SUNCHYME,9
LIL' JON,4,JUSTIN TIMBERLAKE - SENORITA,9
