Artist,Times Played,Artist - Song,Times Played
LYKKE LI,6,LIANNE LA HAVAS - IS YOUR LOVE BIG ENOUGH?,4
REGINA SPEKTOR,6,THE KILLS - FUTURE STARTS SLOW,4
01099,6,ENNIO - UNIVERSUMSGEDANKEN,4
SEAFRET,6,ENNIO - 2 TEILE,4
BLONDSHELL,6,PIPPA - VERSTAND,4
CLAUD,6,SOFI TUKKER - IF LOVE IS A SKILL,4
EUT,6,SKAAR - FOLLOW YOUR HEART,4
MUMFORD,6,ERICK THE ARCHITECT - CANDLE FLAME,4
SONS,6,LUNA - HAUS AUS ZINK,4
GREENTEA PENG,6,$OHO BANI - DRAUSSEN IST KRIEG,4
FUTUREBAE,6,FUFFIFUFZICH - NAVIGATOR,4
ARZ,6,FLORRIE - SWIMMING POOL,4
COACH PARTY,6,SELF ESTEEM - COMPLETE ME,4
MINDCHATTER,6,YEARS - AMERICAN BOY,4
CARIBOU,6,TAYLOR SWIFT - BAD BLOOD,4
LNA,6,SUMMERS SONS - WHAT IT IS,4
THE SCRIPT,6,MUSTAFA - OLD LIFE,4
TRAVIS,6,KING PARI - BETTER THE DEVIL,4
KAYTRANADA,6,RAZORLIGHT - WIRE TO WIRE,3
SYMBA,6,RAZORLIGHT - AMERICA,3
BILLY TALENT,6,BENEE - ANIMAL,3
FAZERDAZE,6,BENEE - DO IT AGAIN,3
OSKA,6,JORDAN RAKEI - CELEBRATE,3
PARCELS,6,STUTS - CELEBRATE,3
YARD ACT,6,DILLA - FÜHRERSCHEIN,3
FOSTER THE PEOPLE,6,DILLA - FILOSOFO,3
TSHA,6,LOLA YOUNG - HOOKMB LOLA YOUNG - MESSY,3
WILLOW PARLO,6,COURTING - THROW,3
WARHAUS,5,MOGLII - FOXX,3
ALUNAGEORGE,5,ROOSEVELT - PARALYZED,3
GIRL ULTRA,5,OSCAR AND THE WOLF - SPILL MY LIQUOR,3
MIIKE SNOW,5,OSCAR AND THE WOLF - ANGEL FACE,3
BEACH HOUSE,5,UPSAHL - WET WHITE TEE SHIRT,3
CAGE THE ELEPHANT,5,UPSAHL - GOOD GIRL ERA,3
FLUME,5,UPSAHL - NO HANDS,3
SBTRKT,5,KAE TEMPEST - LONELY DAZE,3
EKKSTACY,5,TOCOTRONIC - PURE VERNUNFT DARF NIEMALS SIEGEN,3
SABA,5,WARHAUS - WHERE THE NAMES ARE REAL,3
ANGUS,5,GROUPLOVE - TONGUE TIED,3
GOLF,5,NOGA EREZ - QUIET,3
NAO,5,GIANT ROOKS - PINK SKIES,3
PANIC! AT THE DISCO,5,CLOUDY JUNE - RETAIL THERAPY,3
SNOOP DOGG,5,PETER BJORN AND JOHN - YOUNG FOLKS,3
LAUREN MAYBERRY,5,DAÐI FREYR - IF YOU WANT TO,3
PAUL KALKBRENNER,5,DAÐI FREYR - MOVES TO MAKE,3
STORMZY,5,BON IVER - THINGS BEHIND THINGS BEHIND THINGS,3
MICHAEL KIWANUKA,5,ADEKUNLE GOLD - DO YOU MIND?,3
BOSSE,5,JUNGLE - DOMINOES,3
VARLEY,5,JUNGLE - BACK ON 74,3
JACK PEÑATE,5,JUNGLE - THE HEAT,3
DERMOT KENNEDY,5,JUNGLE - BUSY EARNIN',3
DIE FANTASTISCHEN VIER,5,SPARKLING - KEEP RUNNING,3
THE LAST SHADOW PUPPETS,5,SPARKLING - WE ARE HERE TO MAKE YOU FEEL,3
EVAN KLAR,5,SPARKLING - HEY HEY HEY,3
PABST,5,DIGITALISM - KEEP RUNNING,3
WIZKID,5,DIGITALISM - POGO,3
PETER FOX,5,GRIMES - OBLIVION,3
FETTES BROT,5,GRIMES - FLESH WITHOUT BLOOD,3
PEGGY GOU,5,NINA CHUBA - FARBENBLIND,3
RAY LOZANO,5,SOHN - ARTIFICE,3
MANDO DIAO,5,SIGRID - BORDERLINE,3
ELIZA DOOLITTLE,5,KAKKMADDAFAKKA - FOREVER ALONE,3
KLEE,5,KAKKMADDAFAKKA - SOMEONE NEW,3
FKA TWIGS,5,BLOSSOMS - THE HONEYMOON,3
LADYHAWKE,5,LOUPE - TESTED WATERS,3
M83,5,LOUPE - CAUGHT IN THE MOMENT,3
PAROV STELAR,5,MASTER PEACE - START YOU UP,3
BULLY,5,PHILINE SONNY - BERLIN,3
THE ASTEROIDS GALAXY TOUR,5,PHILINE SONNY - DRUGS,3
JAMIE T,5,NELLY FURTADO - I'M LIKE A BIRD,3
CAPITAL CITIES,5,FRYTZ - HALS ÜBER KOPF,3
EDITORS,5,BENJAMIN AMARU - THE FOOL,3
RHYE,5,KANTEREIT - THE FOOL,3
MS MR,5,MØ - WHO SAID,3
BONOBO,5,ALMOST MONDAY - CAN'T SLOW DOWN,3
JOY BOGAT,5,ALMOST MONDAY - SHE LIKES SPORTS,3
LIE NING,5,JAMES HERSEY - GHOST ME,3
PASSION PIT,5,TOM ODELL - CAN'T PRETEND,3
TEGAN AND SARA,5,TOM ODELL - ANOTHER LOVE,3
PLACEBO,5,TOM ODELL - DON'T LET ME GO,3
FREEKIND,5,TOM ODELL - I KNOW,3
PELL,5,THE BLACK KEYS - GOLD ON THE CEILING,3
PRIYA RAGU,5,BIFFY CLYRO - HUNTING SEASON,3
JESHI,5,EDWIN ROSEN - BALANCIEREN,3
IAN O'BRIEN-DOCKER,5,JORJA SMITH - GO GO GO,3
BEN PEARCE,5,VAMPIRE WEEKEND - HORCHATA,3
GOOD CHARLOTTE,5,GENESIS OWUSU - TIED UP!,3
BABY TATE,5,GENESIS OWUSU - WHAT COMES WILL COME,3
M.I.A,5,ZARTMANN - NIEMAND,3
ROMY,5,RONJA - BLUMENGARTEN,3
VACATIONS,5,PAOLO NUTINI - NEW SHOES,3
ANDREW APPLEPIE,5,PAOLO NUTINI - LAST REQUEST,3
ODEAL,5,GOOD NEIGHBOURS - HOME,3
LEVIN LIAM,5,INTERPOL - EVIL,3
DOMINIC FIKE,5,INTERPOL - THE HEINRICH MANEUVER,3
SUGABABES,5,FOALS - CASSIUS,3
SUPERORGANISM,5,MIIKE SNOW - PADDLING OUT,3
KAYTRAMINÉ,5,JUSTICE - ONE NIGHT / ALL NIGHT,3
PHARRELL WILLIAMS,5,JUSTICE - D.A.N.C.E.,3
KOSHEEN,5,TAME IMPALA - NO MORE LIES,3
SNØW,5,TAME IMPALA - CAUSE I'M A MAN,3
DEE HOLT,5,TAME IMPALA - ONE NIGHT / ALL NIGHT,3
KALI UCHIS,5,TAME IMPALA - FEELS LIKE WE ONLY GO BACKWARDS,3
SOPHIE ELLIS-BEXTOR,5,JAY-Z - EMPIRE STATE OF MIND,3
SCHMERZIS,5,JAY-Z - NUMB / ENCORE,3
JOY ANONYMOUS,5,ALICIA KEYS - EMPIRE STATE OF MIND,3
THE HOOSIERS,5,ALICIA KEYS - NO ONE,3
ZAZ,5,TWO DOOR CINEMA CLUB - I CAN TALK,3
ADEKUNLE GOLD,4,TWO DOOR CINEMA CLUB - SURE ENOUGH,3
JAMES HERSEY,4,SNOW PATROL - SHUT YOUR EYES,3
THE BUOYS,4,CHAPPELL ROAN - PINK PONY CLUB,3
ROX,4,"CHAPPELL ROAN - GOOD LUCK, BABE!",3
MACKLEMORE,4,GIRL IN RED - HEMINGWAY,3
RYAN LEWIS,4,GIRL IN RED - TOO MUCH,3
RAY DALTON,4,CHVRCHES - RECOVER,3
ANTI DA MENACE,4,CHVRCHES - WE SINK,3
SLOWTHAI,4,CHVRCHES - THE MOTHER WE SHARE,3
SILLY BOY BLUE,4,KLAXONS - GOLDEN SKANS,3
DAN CROLL,4,THE WOMBATS - TOKYO,3
JANELLE MONÁE,4,THE WOMBATS - LET'S DANCE TO JOY DIVISION,3
GARDEN CITY MOVEMENT,4,MATT CORBY - VITAMIN,3
GOSSIP,4,DAFT PUNK - ONE MORE TIME,3
FRIENDLY FIRES,4,DAFT PUNK - INSTANT CRUSH,3
FRITZ KALKBRENNER,4,DAFT PUNK - HARDER BETTER FASTER STRONGER,3
SPORTS,4,AIR - CHERRY BLOSSOM GIRL,3
MAGGIE ROGERS,4,DJO - END OF BEGINNING,3
CAROLINE POLACHEK,4,BEACH HOUSE - MASTER OF NONE,3
RE6CE,4,ANAÏS - BERLIN CITY GIRL,3
THE CARDIGANS,4,ORLA GARTLAND - NOW WHAT,3
MODERAT,4,THE VACCINES - MINIMAL AFFECTION,3
RAT BOY,4,THE VACCINES - POST BREAK-UP SEX,3
RÜFÜS DU SOL,4,THE VACCINES - IF YOU WANNA,3
WALLOWS,4,THE 1975 - LOVE ME,3
WOODES,4,MILLENIUMKID - VIELLEICHT VIELLEICHT,3
TEMPLES,4,MILLENIUMKID - MANCHMAL,3
MILLIE TURNER,4,THE TEMPER TRAP - LOVE LOST,3
TIGERMILCH,4,THE TEMPER TRAP - SCIENCE OF FEAR,3
REX ORANGE COUNTY,4,THE TEMPER TRAP - FADER,3
RÖYKSOPP,4,THE TEMPER TRAP - SWEET DISPOSITION,3
BECKY SIKASA,4,LEYYA - SUPEREGO,3
ANT ANTIC,4,LEYYA - I DON'T HUG SO WELL,3
PAULA,4,CHANNEL TRES - ALL MY FRIENDS,3
ERIKA DE CASIER,4,CHANNEL TRES - FEVER DREAMER,3
LUCIUS,4,NNEKA - HEARTBEAT,3
ZOOT WOMAN,4,NNEKA - MY HOME,3
KING PRINCESS,4,NNEKA - SHINING STAR,3
JAPANESE BREAKFAST,4,CAGE THE ELEPHANT - SHAKE ME DOWN,3
BOBBY GILLESPIE,4,METRONOMY - HEARTBREAKER,3
DELPHIC,4,METRONOMY - THE LOOK,3
HAZLETT,4,GIIRL - INNER WASTELAND,3
BLU DETIGER,4,NEON TREES - ANIMAL,3
THE TING TINGS,4,NEON TREES - SLEEPING WITH A FRIEND,3
FRANZ FERDINAND,4,ROBYN - BE MINE!,3
KAWALA,4,BIG O - MANN WIE DU,3
CHRISTOPHER ANNEN,4,BEATAMIN C - MANN WIE DU,3
JOSEPH,4,KRAFTKLUB - ICH WILL NICHT NACH BERLIN,3
TORA,4,SPILL TAB - WINDOW,3
GOODBOYS,4,FUTURE ISLANDS - SEASONS,3
AVAION,4,KITSCHKRIEG - DRESSED IN WHITE,3
KAVINSKY,4,KITSCHKRIEG - TRENCHEZZZ,3
MAULI,4,BOY - OH BOY,3
TOMTE,4,BOY - WE WERE HERE,3
KLLO,4,LAUREL - 45 DEGREES,3
SAMPA THE GREAT,4,PORIJ - UNPREDICTABLE,3
GOLDLINK,4,JET - ARE YOU GONNA BE MY GIRL,3
IN THE VALLEY BELOW,4,J. BERNARDT - MAYDAY CALL,3
NOAH SLEE,4,J. BERNARDT - DON'T GET ME WRONG,3
LIANNE LA HAVAS,4,MALLRAT - DO IT AGAIN,3
THE KILLS,4,TYLER THE CREATOR - HEAVEN TO ME,3
PIPPA,4,GYPSY - JONA VARK,3
MAYBERG,4,THE CAT - JONA VARK,3
ALEX LAHEY,4,FRED AGAIN - TEN,3
CRUCCHI GANG,4,MOBY - LIFT ME UP,3
SKAAR,4,MOBY - EXTREME WAYS,3
ERICK THE ARCHITECT,4,JAKE BUGG - TWO FINGERS,3
BAG RAIDERS,4,JAKE BUGG - SEEN IT ALL,3
LUNA,4,JAKE BUGG - ALL KINDS OF PEOPLE,3
$OHO BANI,4,HINDS - COFFEE,3
COIN,4,STROMAE - PAPAOUTAI,3
ARKELLS,4,STROMAE - ALORS ON DANSE,3
NIA ARCHIVES,4,STROMAE - TOUS LES MÊMES,3
ACTION BRONSON,4,YOUNG FRANCO - GET DOWN,3
WHITNEY,4,YOUNG FRANCO - HITA,3
CHANCE THE RAPPER,4,AMY WINEHOUSE - BACK TO BLACK,3
PIP MILLETT,4,AMY WINEHOUSE - REHAB,3
SHYGIRL,4,AMY WINEHOUSE - YOU KNOW I'M NO GOOD,3
LONG TALL JEFFERSON,4,FEIST - I FEEL IT ALL,3
IDA KUDO,4,FEIST - 1234,3
KINGS OF CONVENIENCE,4,SBTRKT - HIGHER,3
MAYA JANE COLES,4,DANA AND ALDEN - CHILDHOOD CRUSH,3
FLORRIE,4,CINYA KHAN - CHILDHOOD CRUSH,3
SELF ESTEEM,4,I BLAME COCO - SELFMACHINE,3
YEARS,4,SOFT LAUNCH - CARTWHEELS,3
CRYSTAL FIGHTERS,4,SOFT LAUNCH - MILKSHAKES,3
SUMMERS SONS,4,GLASS ANIMALS - POOLS,3
NAND,4,GLASS ANIMALS - HAZEY,3
ELOISE,4,QUEENS OF THE STONE AGE - LITTLE SISTER,3
COLD WAR KIDS,4,ELLA EYRE - DOMINO SZN,3
MUSTAFA,4,MAC MILLER - THE QUEST,3
KING PARI,4,MAC MILLER - PARTY ON FIFTH AVENUE,3
MY CHEMICAL ROMANCE,4,PUDELDAME - MAN HOFFT,3
UCHE YARA,4,SAD ALEX - BOY I'D LIKE TO KILL,3
KATHA PAUER,4,GOTYE - SOMEBODY THAT I USED TO KNOW,3
STUTS,3,KIMBRA - SOMEBODY THAT I USED TO KNOW,3
BAD SOUNDS,3,DRÉ SIX - DRESSED IN WHITE,3
TOCOTRONIC,3,GOSSIP - LOVE LONG DISTANCE,3
GROUPLOVE,3,CHET FAKER - SOMETHING LIKE THIS,3
PETER BJORN AND JOHN,3,"BAKAR - RIGHT HERE, FOR NOW",3
BENJAMIN AMARU,3,IDER - YOU DON'T KNOW HOW TO DRIVE,3
KANTEREIT,3,GOLF - </3,3
FUCK ART LET'S DANCE!,3,BILDERBUCH - SCHICK SCHOCK,3
KLAXONS,3,NILÜFER YANYA - CALL IT LOVE,3
AIR,3,ARCTIC MONKEYS - FROM THE RITZ TO THE RUBBLE,3
BIG O,3,ARCTIC MONKEYS - WHEN THE SUN GOES DOWN,3
BEATAMIN C,3,ARCTIC MONKEYS - DO I WANNA KNOW?,3
FUTURE ISLANDS,3,ARCTIC MONKEYS - CRYING LIGHTNING,3
JET,3,JOLLE - LASTER,3
GYPSY,3,WURMS - LASTER,3
THE CAT,3,THUNDERCAT - NO MORE LIES,3
ROSIE LOWE,3,THUNDERCAT - OH SHEIT IT'S X,3
DAVE,3,PANIC! AT THE DISCO - I WRITE SINS NOT TRAGEDIES,3
DANA AND ALDEN,3,MAX RAD - IT'LL ALL BE FINE,3
CINYA KHAN,3,LOW ISLAND - THIS IS WATER,3
I BLAME COCO,3,GEORGIA - ALL NIGHT,3
SAD ALEX,3,GEORGIA - IT'S EUPHORIC,3
GOTYE,3,BRUCKNER - IMMER NACHTS,3
KIMBRA,3,MIA - FALLSCHIRM,3
WURMS,3,MIA - HUNGRIGES HERZ,3
CHARLIE WILSON,3,TOMMY RICHMAN - TEMPTATIONS,3
PETIT BISCUIT,3,AMILLI - 6 FOOT,3
RICH BRIAN,3,JAMIE XX - LOUD PLACES,3
TELE,3,JAMIE XX - I KNOW THERE'S GONNA BE,3
GOTH BABE,3,JAMIE XX - WAITED ALL NIGHT,3
THE DRUMS,3,FRIENDLY FIRES - SKELETON BOY,3
AMINÉ,3,BBY - U COME NEAR,3
THE PREATURES,3,EMINEM - THE MONSTER,3
ZACHARY KNOWLES,3,EMINEM - WITHOUT ME,3
MYKKET MORTON,3,RIHANNA - THE MONSTER,3
BENNY BLANCO,3,RIHANNA - AMERICAN OXYGEN,3
SELENA GOMEZ,3,IBEYI - GHOSTS,3
YRRRE,3,SNOOP DOGG - SIGNS,3
LAVENTURE,3,CHARLIE WILSON - SIGNS,3
DESTINY'S CHILD,3,JUSTIN TIMBERLAKE - SIGNS,3
EASY EASY,3,JUSTIN TIMBERLAKE - SEXYBACK,3
ZOUJ,3,DENDEMANN - ENDLICH NICHTSCHWIMMER,3
PERFUME GENIUS,3,DENDEMANN - 3:30,3
ALDOUS HARDING,3,PETIT BISCUIT - BURNIN,3
ELIZA ROSE,3,LAUREN MAYBERRY - SUNDAY BEST,3
DEXTER,3,HOT CHIP - BOY FROM SCHOOL,3
NIA SMITH,3,HOT CHIP - READY FOR THE FLOOR,3
AU REVOIR SIMONE,3,TKAY MAIDZA - BE SOMEBODY,3
SLEEPY BROWN,3,TKAY MAIDZA - RING-A-LING,3
CRO 01099,3,"WE ARE SCIENTISTS - NOBODY MOVE, NOBODY GET HURT",3
TOKIO HOTEL,3,KAISER CHIEFS - I PREDICT A RIOT,3
SOCCER MOMMY,3,KAISER CHIEFS - EVERYDAY I LOVE YOU LESS AND LESS,3
JOZZY,3,JVKE - THIS IS WHAT SPACE FEELS LIKE,3
FRANCESCO WILKING,3,K.FLAY - PUNISHER,3
SIR WAS,3,WOODKID - RUN BOY RUN,3
BAT FOR LASHES,3,LUNA MORGENSTERN - JEALOUS,3
KITSCHKRIEG WITH STEFFLON DON,3,LUNA MORGENSTERN - DANCE DANCE,3
POPPY AJUDHA,3,LUNA MORGENSTERN - SUMMERLOVE,3
MOODS,3,LUNA MORGENSTERN - HUSH HUSH,3
TWO ANOTHER,3,RY X - TELL ME,3
POOL,3,PURITY RING - PUSH PULL,3
MADSEN,3,RED HOT CHILI PEPPERS - DANI CALIFORNIA,3
GURR,3,RED HOT CHILI PEPPERS - CALIFORNICATION,3
JAMIROQUAI,3,MUSE - UNDISCLOSED DESIRES,3
SOLOMUN,3,MUSE - SUPERMASSIVE BLACK HOLE,3
OF MONSTERS AND MEN,3,MUSE - UPRISING,3
LCD SOUNDSYSTEM,3,FIL BO RIVA - BLACK & BLUE,3
GOAT GIRL,3,FIL BO RIVA - MODERN MELANCHOLIA,3
KARIN ANN,3,FIL BO RIVA - I'M FINE,3
EMOTIONAL ORANGES,3,GENTLEMAN - INTOXICATION,3
MXXWLL,3,GENTLEMAN - WARN DEM,3
LEILAH,3,RIKAS - UP ALL NIGHT,3
INGRID MICHAELSON,3,RIKAS - JUST LIKE ICE CREAM,3
FIEH,3,RIKAS - BARCELONA,3
UNKNOWN MORTAL ORCHESTRA,3,RIKAS - OPPOSITE OPINIONS,3
HALF ALIVE,3,BANKS - I HATE YOUR EX-GIRLFRIEND,3
THE KNIFE,3,BANKS - DROWNING,3
OLIVER SIM,3,DOECHII - I HATE YOUR EX-GIRLFRIEND,3
TWENTY ONE PILOTS,3,GOTH BABE - MEXICO,3
LISA,3,SURFACES - MEXICO,3
SPOON,3,THE PREATURES - IS THIS HOW YOU FEEL?,3
WARPAINT,3,THE HIVES - WON'T BE LONG,3
STRONGBOI,3,KEANE - TRY AGAIN,3
RILO KILEY,3,SAMPHA - SPIRIT 2.0,3
OKLOU,3,CAROLINE POLACHEK - SUNSET,3
NOSOYO,3,KETTCAR - 48 STUNDEN,3
TOKTOK,3,COLDPLAY - SPEED OF SOUND,3
BUCCI,3,COLDPLAY - TALK,3
HOCKEY,3,COLDPLAY - VIOLET HILL,3
TEMS,3,BLOWSOM - HOW STRANGE?,3
WEEZER,3,BLINK-182 - I MISS YOU,3
KLANGSTOF,3,BLINK-182 - STAY TOGETHER FOR THE KIDS,3
JESPER MUNK,3,BLINK-182 - WHAT'S MY AGE AGAIN,3
BRUNO MAJOR,3,VARLEY - FOOTSTEPS,3
VÖK,3,ANNENMAYKANTEREIT - LASS ES KREISEN,3
AZEALIA BANKS,3,WIR SIND HELDEN - SOUNDSO,3
MEGAN THEE STALLION,3,THE STREETS - BLINDED BY THE LIGHTS,3
BAYONNE,3,BLACK HONEY - UP AGAINST IT,3
BEACH WEATHER,3,BLACK HONEY - OK,3
LÅPSLEY,3,PIXEY - THE THRILL OF IT,3
THE DANDY WARHOLS,3,WANDA - BOLOGNA,3
THE VIRGINS,3,MANU CHAO - BONGO BONG,3
S1MBA,3,MANU CHAO - ME GUSTAS TU,3
TYLA,3,KINGS OF LEON - ON CALL,3
TOVE LO,3,ARLO PARKS - WEIGHTLESS,3
DE LA SOUL,3,COURTNEY BARNETT - AVANT GARDENER,3
GRASSY SPARK,3,RAT BOY - SUBURBIA CALLING,3
CON THE ARTIST,3,PHOENIX - LISZTOMANIA,3
SOLANGE KNOWLES,3,LOUIS THE CHILD - DAYBREAK,3
THE SUBWAYS,3,ZACHARY KNOWLES - DAYBREAK,3
HARD-FI,3,DARWIN DEEZ - RADAR DETECTOR,3
NOISETTES,3,DARWIN DEEZ - KILL YOUR ATTITUDE,3
NEMZZZ,3,RÜFÜS DU SOL - LIKE AN ANIMAL,3
SULTANS COURT,3,BEYONCÉ - SINGLE LADIES - PUT A RING ON IT,3
MASSIVE ATTACK,3,BLUMENGARTEN - AUGEN IN DER NACHT,3
JULIAN CASABLANCAS,3,PARAMORE - BRICK BY BORING BRICK,3
GET WELL SOON,3,PARAMORE - AIN'T IT FUN,3
JAIN,3,BOMBAY BICYCLE CLUB - FEEL,3
CHAI,3,BOMBAY BICYCLE CLUB - HOW CAN YOU SWALLOW SO MUCH SLEEP,3
SOME SPROUTS,3,BOMBAY BICYCLE CLUB - MY BIG DAY,3
WHOISWELANSKI,3,BOMBAY BICYCLE CLUB - ALWAYS LIKE THIS,3
FINKENAUER,3,OUTKAST - THE WAY YOU MOVE,3
BRITNEY SPEARS,3,CHARLI XCX - BOOM CLAP,3
HUNDREDS,3,SHOUT OUT LOUDS - WALKING IN YOUR FOOTSTEPS,3
PORTUGAL THE MAN,3,SHOUT OUT LOUDS - PLEASE PLEASE PLEASE,3
L.A. SALAMI,3,LA ROUX - UPTIGHT DOWNTOWN,3
CATFISH AND THE BOTTLEMEN,3,POWFU - WALLFLOWER,3
DOTAN,3,DIE FANTASTISCHEN VIER - ERNTEN WAS WIR SÄEN,3
SAY LOU LOU,3,CLUESO - KEINEN ZENTIMETER,3
DILLON,3,DECLAN MCKENNA - NOTHING WORKS,3
TENTENDO,3,DECLAN MCKENNA - CHAMPAGNE,3
RUEL,3,LANA DEL REY - VIDEO GAMES,3
NIHILS,3,"LANA DEL REY - HENRY, COME ON",3
ANDERSON. PAAK,3,BENNY BLANCO - TALK,3
MXMTOON,3,SELENA GOMEZ - TALK,3
SHAGGY,3,MAXIMO PARK - APPLY SOME PRESSURE,3
CHARLOTTE DAY WILSON,3,MAXIMO PARK - GIRLS WHO PLAY GUITARS,3
IMOGEN HEAP,3,MAXIMO PARK - LEAVE THIS ISLAND,3
PINKPIRATE,3,OK KID - STADT OHNE MEER,3
TIMBALAND,3,CATT - OPEN THE DOOR,3
YASHA,3,PANTHA - GALERIE,3
MISS PLATNUM,3,PANTHA - CLUB,3
ARY,3,LYKKE LI - I'M GOOD I'M GONE,3
YAEL NAIM,3,MGMT - TIME TO PRETEND,3
BLANKS,3,DOMINIK HARTZ - SIE WOLLEN DIES SIE WOLLEN DAS,3
OK GO,3,DOMINIK HARTZ - HALS ÜBER KOPF,3
MIA MORGAN,3,GORILLAZ - MELANCHOLY HILL,3
THE REGRETTES,3,GORILLAZ - FEEL GOOD INC.,3
JAMES VINCENT MCMORROW,3,CIRCA WAVES - WE MADE IT,3
ILL PEACH,3,ARCADE FIRE - NEIGHBOURHOOD #3 - POWER OUT,3
MADI DIAZ,3,REGINA SPEKTOR - TWO BIRDS,3
YUNG BAE,3,LAVENTURE - OFF MY MIND,3
PASTEL,3,BEATSTEAKS - MEANTIME,3
NAVENI,3,BEATSTEAKS - GENTLEMAN OF THE YEAR,3
NIC HANSON,3,OEHL - I LOVE YOU,3
METRIC,3,PETER FOX - SCHÜTTEL DEINEN SPECK,3
THE PLANETOIDS,3,FETTES BROT - AN TAGEN WIE DIESEN,3
LENA,3,SG LEWIS - FEVER DREAMER,3
LINUS,3,JULI - WARUM,3
C2C,3,GOLDFRAPP - ROCKET,3
MAPEI,3,EMPIRE OF THE SUN - WE ARE THE PEOPLE,3
SOAK,3,APSILON - LOST IN BERLIN,3
ROONEY,3,APSILON - AUGEN IN DER NACHT,3
POM,3,TOM MISCH - CINNAMON CURLS,3
HOZIER,3,ZOUJ - ST00PID,3
SHAY LIA,2,BLONDSHELL - DOCKET,3
TUNGZ,2,PINKPANTHERESS - CAPABLE OF LOVE,3
CHRISTIN NICHOLS,2,BECKY SIKASA - I DON'T HAVE WORDS,3
MATT,2,PERFUME GENIUS - NO FRONT TEETH,3
KIM,2,ALDOUS HARDING - NO FRONT TEETH,3
JUSE JU,2,RAY LOZANO - BETTER DAYS,3
BOB JUNIOR,2,OUSE - WALLFLOWER,3
KITA ALEXANDER,2,MANDO DIAO - GLORIA,3
ADAM PORT,2,NIA SMITH - GIVE UP THE FEAR,3
STRYV,2,DEICHKIND - WIE DENN?,3
LYRICAL LEMONADE,2,LUCIUS - TURN IT AROUND,3
IUMA,2,ZOOT WOMAN - IT'S AUTOMATIC,3
DYLYN,2,"CIGARETTES AFTER SEX - HOLDING YOU, HOLDING ME",3
THE NAKED AND FAMOUS,2,KLEE - GOLD,3
JULES AHOI,2,AU REVOIR SIMONE - SOMEBODY WHO,3
CHAIRLIFT,2,SLEEPY BROWN - THE WAY YOU MOVE,3
STEVE LACY,2,CRO 01099 - SO HEISS,3
RDGLDGRN,2,LINKIN PARK - NUMB / ENCORE,3
BLAUDZUN,2,LINKIN PARK - IN THE END,3
GOSSLING,2,LINKIN PARK - SOMEWHERE I BELONG,3
SAMM HENSHAW,2,LINKIN PARK - WHAT I'VE DONE,3
ALABAMA SHAKES,2,LINKIN PARK - BREAKIN THE HABIT,3
VINCE,2,WILL JOSEPH COOK - PUNCHIN',3
CARY,2,M83 - MIDNIGHT CITY,3
GABRIEL GIFFORD,2,CSS - LET'S MAKE LOVE AND LISTEN TO DEATH FROM ABOVE,3
HARVEY CAUSON,2,GREENTEA PENG - GREEN,3
JAMIE WOON,2,LIZZO - LOVE IN REAL LIFE,3
FRANK TURNER,2,LOYLE CARNER - TIME TO GO,3
TOKYO TEA ROOM,2,LOYLE CARNER - ALL I NEED,3
RAVEN ARTSON,2,KENDRICK LAMAR - I,3
THE CHEMICAL BROTHERS,2,KENDRICK LAMAR - SWIMMING POOLS,3
MAC WETHA,2,KENDRICK LAMAR - KING KUNTA,3
SIA,2,KENDRICK LAMAR - BAD BLOOD,3
DVR,2,BULLY - DOCKET,3
LOVEJOY,2,FRANZ FERDINAND - DO YOU WANT TO,3
SELAH SUE,2,BEIRUT - POSTCARDS FROM ITALY,3
RAE MORRIS,2,BEIRUT - NANTES,3
SERIOUS KLEIN,2,JOZZY - TEN,3
ROSSVANBOSS,2,CHRISTOPHER ANNEN - AN NEM GUTEN TAG,3
AMBER-SIMONE,2,FRANCESCO WILKING - AN NEM GUTEN TAG,3
RXSEBOY,2,THE ASTEROIDS GALAXY TOUR - AROUND THE BEND,3
PISH,2,JAMIE T - RABBIT HOLE,3
BECCA HATCH,2,MY UGLY CLEMENTINE - ARE YOU IN,3
THE KNOCKS,2,CAPITAL CITIES - KANGAROO COURT,3
TAYO SOUND,2,FLORENCE + THE MACHINE - QUEEN OF PEACE,3
MIGUEL,2,FLORENCE + THE MACHINE - SHAKE IT OUT,3
JAMIE CULLUM,2,FLORENCE + THE MACHINE - EVERYBODY SCREAM,3
SHAUN RYDER,2,BAT FOR LASHES - DANIEL,3
TWO YEAR VACATION,2,COACH PARTY - HI BABY,3
BRYE,2,KITSCHKRIEG WITH STEFFLON DON - DANCE,3
THE RACONTEURS,2,AURORA - THE FLOOD,3
ELLIE GOULDING,2,AURORA - HEARTS INTUITION,3
GRIZZLY BEAR,2,MINDCHATTER - I CAN CHANGE,3
LILY ALLEN,2,MOODS - CONTROL,3
SEEED,2,TWO ANOTHER - CONTROL,3
CLAIRE,2,JISKA - HOOKED ON A FEELING,3
CAESARS,2,JISKA - IT WAS YOU,3
PHOEBE BRIDGERS,2,TOMTE - ICH SANG DIE GANZE ZEIT VON DIR,3
DIE NERVEN,2,THE SCRIPT - THE MAN WHO CAN'T BE MOVED,3
163MARGS,2,THE SCRIPT - WE CRY,3
GREEDO,2,OLIVIA DEAN - NICE TO EACH OTHER,3
MOA,2,NOTHING BUT THIEVES - ITCH,3
